model,mean,min,25%,50%,75%,max
linear,4.747635116217607,4.747635116217607,4.747635116217607,4.747635116217607,4.747635116217607,4.747635116217607
poly2,4.714815732199154,4.714815732199154,4.714815732199154,4.714815732199154,4.714815732199154,4.714815732199154
poly3,4.659772180094523,4.659772180094523,4.659772180094523,4.659772180094523,4.659772180094523,4.659772180094523
exp,4.479013939501511,4.479013939501511,4.479013939501511,4.479013939501511,4.479013939501511,4.479013939501511
log,4.816184658395423,4.816184658395423,4.816184658395423,4.816184658395423,4.816184658395423,4.816184658395423
power,6.911843320644012,6.911843320644012,6.911843320644012,6.911843320644012,6.911843320644012,6.911843320644012
mult,5.717284363961008,5.717284363961008,5.717284363961008,5.717284363961008,5.717284363961008,5.717284363961008
hmult,4.830703619943078,4.830703619943078,4.830703619943078,4.830703619943078,4.830703619943078,4.830703619943078
am,13.457667312473353,13.457667312473353,13.457667312473353,13.457667312473353,13.457667312473353,13.457667312473353
gm,13.575985796218736,13.575985796218736,13.575985796218736,13.575985796218736,13.575985796218736,13.575985796218736
hm,13.699835349757574,13.699835349757574,13.699835349757574,13.699835349757574,13.699835349757574,13.699835349757574
