c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
29.293393313108556,0.28048177172323524,-6.217060796591749,-274.89752393258794,319.2634274262201,8.51049265041675,-42.50537401826771,10.976163775931505,-0.808817011311712,-43.24019323787993,20.49134814054,4.341436486396373,4.430140209855768
