c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
7.020150215261932,0.8463388338842025,-0.03185879126177364,0.0003860947030667068,-46.90785646717085,-30.951125357016974,4.311197446651133,2.636325611018239,1.6066008536449758,3.31467214594589,1.5651215071908404,0.739033714163454,2.923577887278282,1.22027465512404,0.5103699581006323,5.09317550253719,3.7925913835837917,2.8827393582943843,4.912939610731557,3.016444806229135,1.309640332540833,2.114976331973687,0.6380743658222056,0.19286918391878902,5.0219687014916765,8.10800262552856
