,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,True,False,11.125510911422504,5.572541245920951,8.523482580548706,11.478366530358665,13.8669826497458,16.35099771897876
poly2,True,False,11.097150520492482,5.572541245920992,8.485879054341478,11.417186196711324,13.856529015540701,16.350997719669838
poly3,True,True,11.095135634056799,5.572541245920985,8.478988854047284,11.414751043787565,13.85652901618544,16.35099771887444
exp,True,False,11.126259305693711,5.57254124568883,8.523109450977103,11.47586994174018,13.86600668828899,16.350997722812107
log,False,False,11.126276250929331,5.572541245920984,8.523482580811754,11.483329462841972,13.867524219392557,16.350997719722475
power,False,False,11.140818321375717,5.573193351197884,8.568085844130595,11.467186679438926,13.869416949328869,16.350997719657247
mult,True,False,11.124099487458606,5.572541245752047,8.520641778298016,11.480739964689644,13.86668746034303,16.350997719657247
hybrid_mult,False,False,11.148185327889204,5.577494911479253,8.559762040728785,11.442231099480525,13.932440813246188,16.35099771923449
am,False,False,11.190539454212528,5.616917885568024,8.616387475437012,11.517437780036492,13.920042317047141,16.35099771897876
gm,False,False,11.192680597428255,5.609214426808614,8.616019572885417,11.52026763865716,13.923624831706364,16.35099771897876
hm,False,False,11.194490091991215,5.6359951348914255,8.623414111142434,11.52094422942639,13.921591934070708,16.35099771897876
