train set,test set,c0,c1,rmse,kfold rmse
gov,flores,10.85013459076091,-8.146421715789757e-09,5.2032295422930295,5.2266495539377
gov,bible,1.8225258531829043,-7.341045222003298e-10,1.3186395960647055,1.3240980278517211
gov,gov,1.2648702417160098,56.01310254197687,9.24609753381281,9.311813990498134
bible,flores,1.9519612534375372,-1.6407199768317372e-09,0.9911011912222556,0.9952546887648202
bible,bible,15.87220967729635,17.05557665893773,7.011219783166098,7.062051089450134
bible,gov,1.0216289008789585,-1.3269181177161617e-09,0.7468233061567178,0.7454527671660941
