model,mean,min,25%,50%,75%,max
linear,12.906384700887232,7.8823041851479,10.428227526076844,14.176702478430276,14.937681352067838,17.55386848634308
poly2,12.981990892206786,7.888613265135258,10.490914028287815,14.202555447554246,14.977390803115778,17.84615786995081
poly3,13.00980971321444,7.898351361158403,10.515079068759402,14.232742012235406,15.054994597738123,17.79742728611221
exp,12.89055019445252,7.869024804691418,10.416730322445755,14.17283226603291,14.92691854589529,17.504696553761203
log,12.906529911754962,7.882380139487369,10.428304306660912,14.177023850329755,14.937852839763405,17.553991099618983
power,12.905606759097086,7.882351374824873,10.427585211891069,14.17613916045806,14.936929738130425,17.551726878353687
hmult,12.873932505328868,7.869518831483144,10.408317670578342,14.144737116357806,14.909224361682492,17.46818752493946
