c0,c1,"c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
31.433096913350933,9.371823071548977,-107.72339685824194,59.49237203485463,11.98790708763827,3.7570642556888805,10.292512761239701,2.5917588928819097,1.6156469212426254,-4.577043983236012,7.2116509968926525,-3.7926528388112226,6.140146702854277,-16.62123898853794,1.8958701214206732,-2.4437907139299364,4.399594099719925,4.437615260236241
