train set size,c0,c1,c2,c3,rmse,kfold rmse
1,4.6393192324802826,-6.101610519200489e-10,0.009051427100940108,1.29206040974709e-07,8.52230705383637,8.675548794083797
10,11.113439376782575,1.9342607017712647e-08,0.04547532511099457,0.08442849763537084,13.72429244297241,13.740516860072011
25,12.523353961757094,1.1379260644744306e-08,0.025943371906007717,-0.27006822216786003,15.414212269219783,15.472416348421733
50,17.071257027868985,-2.8345153249546908e-09,1.715070286785129e-05,3.519911482512842e-05,17.411627848147866,17.998927213075206
