train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,rmse,loo rmse
bible,1,gov,1,gov,-7.219993235627413,48.46876264751083,0.0,0.0,0.0,3.1470666907092473,3.2371368283712463
bible,1,gov,10,flores,22.450929398204874,-20.166343251517127,0.0,0.0,0.0,3.380234604771985,3.8165120981993503
bible,1,gov,10,bible,-4.5600747644480135,22.35617542879216,0.0,0.0,0.0,2.451579272613112,2.5169565970642505
bible,1,gov,10,gov,8.932891529386243,46.05105879394445,0.0,0.0,0.0,3.2932770700594918,3.527627415755797
bible,1,gov,25,flores,28.14884529122805,-26.497330656050384,0.0,0.0,0.0,3.4479650624241964,3.8836695963936956
bible,1,gov,25,bible,-6.292954146868916,26.283914627473482,0.0,0.0,0.0,2.4305218908242314,2.496950168807485
bible,1,gov,25,gov,9.739977350387756,52.078197464323154,0.0,0.0,0.0,3.5545707163139504,3.82431152579577
bible,1,gov,50,flores,50.71897222777634,-67.15771596766194,0.0,0.0,0.0,0.038386169431440874,0.06142591665905542
bible,1,gov,50,bible,9.679575680812352,-0.7538278976967911,0.0,0.0,0.0,0.49060007021341884,0.7850629938341163
bible,1,gov,50,gov,7.380381638045119,63.32503405004553,0.0,0.0,0.0,4.3980972143157375,7.037877498133398
bible,10,gov,1,flores,11.585337197046286,-10.690634909431694,0.0,0.0,0.0,1.887880022898578,2.117935746739413
bible,10,gov,1,bible,2.5006871748369845,1.5087784501038048,0.0,0.0,0.0,1.7412631588260747,1.8111243290899515
bible,10,gov,1,gov,4.113934124798914,31.2801612947637,0.0,0.0,0.0,1.3073631016235046,1.5129708682679315
bible,10,gov,10,flores,26.341569808021102,-26.078794174106402,0.0,0.0,0.0,3.204711723113629,3.608395706673835
bible,10,gov,10,bible,0.9536662644347321,14.486005252499483,0.0,0.0,0.0,2.5495980909679195,2.6400513128234913
bible,10,gov,10,gov,8.498751782636107,47.95544772985463,0.0,0.0,0.0,3.095879495495754,3.325413983682894
bible,10,gov,25,flores,28.588368799728844,-26.606944569744087,0.0,0.0,0.0,3.336780416682401,3.733440716522178
bible,10,gov,25,bible,-1.6980494153820307,21.0265504470747,0.0,0.0,0.0,2.5385921532848443,2.6788073399390013
bible,10,gov,25,gov,9.280515271381459,53.403101092002885,0.0,0.0,0.0,3.553385510532271,3.792543695124193
bible,10,gov,50,flores,49.5725203323801,-64.82127546370803,0.0,0.0,0.0,0.182704827582601,0.2923660243349049
bible,10,gov,50,bible,16.622536052078665,-10.203931699015536,0.0,0.0,0.0,0.6937484982210924,1.1101430089880922
bible,10,gov,50,gov,5.810114321958682,66.55691943847492,0.0,0.0,0.0,4.262013425654477,6.820115030908787
