c0,c1,"c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
308.6807198612292,0.029855178107350507,-106.42082847821536,57.50514774281347,-156.68476718045713,-7.603501097930493,-161.3035692817869,-26.924320153756398,-11.48359551575357,90.87004480140723,-80.9060042741707,138.48210982386243,-216.90684279119162,81.78156674266336,6.319282645293778,70.24935725715933,4.402296005987818,4.434165536785769
