model,pareto,rawlsian,all
linear,False,False,13.715799230497854
poly2,False,False,13.715802476916505
poly3,False,False,13.715798860934896
exp,False,False,13.715799066497128
log,False,False,13.71579904510762
power,False,False,13.715799335844531
hmult,True,True,13.715267648677628
