model,mean,min,25%,50%,75%,max
linear,13.715799230497854,13.715799230497854,13.715799230497854,13.715799230497854,13.715799230497854,13.715799230497854
poly2,13.715802476916505,13.715802476916505,13.715802476916505,13.715802476916505,13.715802476916505,13.715802476916505
poly3,13.715798860934896,13.715798860934896,13.715798860934896,13.715798860934896,13.715798860934896,13.715798860934896
exp,13.715799066497128,13.715799066497128,13.715799066497128,13.715799066497128,13.715799066497128,13.715799066497128
log,13.71579904510762,13.71579904510762,13.71579904510762,13.71579904510762,13.71579904510762,13.71579904510762
power,13.715799335844531,13.715799335844531,13.715799335844531,13.715799335844531,13.715799335844531,13.715799335844531
hmult,13.715267648677628,13.715267648677628,13.715267648677628,13.715267648677628,13.715267648677628,13.715267648677628
