train set 1,train set 2,train set 2 size,test set,language to,c0,c1,rmse,kfold rmse
cc_align,gov,1,flores,ka,-0.4440353378849969,-1.2047135673520493,6.363961030678944,6.363961030678944
cc_align,gov,1,flores,gu,-0.4440353379913117,-1.2047135673604839,10.807404868885055,10.807404868885055
cc_align,gov,1,flores,hi,-0.4440353379777308,-1.2047135673594065,10.024470060806225,10.024470060806225
cc_align,gov,1,flores,si,-0.4440353379165876,-1.2047135673545557,6.818357573492332,6.818357573492332
cc_align,gov,1,flores,ta,-0.44403533783473886,-1.2047135673480622,5.091659847240403,5.091659847240403
cc_align,gov,1,bible,ka,-0.44355103428022785,-1.2046749776315204,0.7648529270389323,0.7648529270389323
cc_align,gov,1,bible,gu,-0.44355103582218136,-1.204674977754917,2.701851217221277,2.701851217221277
cc_align,gov,1,bible,hi,-0.4435689715215852,-1.204676412853403,1.5572411502397603,1.5572411502397603
cc_align,gov,1,bible,si,-0.4435510345665999,-1.2046749776544377,0.8631338250816184,0.8631338250816184
cc_align,gov,1,bible,ta,-0.44355103478137625,-1.2046749776716252,0.905538513813758,0.905538513813758
cc_align,gov,1,gov,ka,-0.442094892710041,-1.2045569351110363,18.944656238633645,18.944656238633645
cc_align,gov,1,gov,gu,-0.4420948927292814,-1.204556935112616,24.601829200285103,24.601829200285103
cc_align,gov,1,gov,hi,-0.4420948927229636,-1.2045569351120973,22.466085551337173,22.466085551337173
cc_align,gov,1,gov,si,-0.44209489273258545,-1.2045569351128873,26.760511953249342,26.760511953249342
cc_align,gov,1,gov,ta,-0.44209489272499425,-1.2045569351122642,23.265532446088585,23.265532446088585
cc_align,gov,10,flores,ka,-0.4440353380149773,-1.2047135673623615,13.505924625881802,13.505924625881802
cc_align,gov,10,flores,gu,-0.442094892714146,-1.2045569351113734,19.257855540012773,19.257855540012773
cc_align,gov,10,flores,hi,-0.44209489270401103,-1.2045569351105412,16.96658480661328,16.96658480661328
cc_align,gov,10,flores,si,-0.4440353379985526,-1.2047135673610585,11.9801919851061,11.9801919851061
cc_align,gov,10,flores,ta,-0.44403533797490874,-1.2047135673591827,9.986240533854586,9.986240533854586
cc_align,gov,10,bible,ka,-0.4435689716731906,-1.2046764128655318,1.7507141400011774,1.7507141400011774
cc_align,gov,10,bible,gu,-0.44355103597636975,-1.2046749777672563,4.210700654285477,4.210700654285477
cc_align,gov,10,bible,hi,-0.4435510359506719,-1.2046749777651997,3.752998800959059,3.752998800959059
cc_align,gov,10,bible,si,-0.4435689716731906,-1.2046764128655318,2.2561028345357097,2.2561028345357097
cc_align,gov,10,bible,ta,-0.44355103582218136,-1.204674977754917,2.9706901555026057,2.9706901555026057
cc_align,gov,10,gov,ka,-0.4420948927399466,-1.2045569351134917,30.95036348736475,30.95036348736475
cc_align,gov,10,gov,gu,-0.44238834363748863,-1.2045809672655983,35.0508915721127,35.0508915721127
cc_align,gov,10,gov,hi,-0.4423883436352212,-1.204580967265413,33.00136360819051,33.00136360819051
cc_align,gov,10,gov,si,-0.44238834364368146,-1.204580967266104,42.50105881034026,42.50105881034026
cc_align,gov,10,gov,ta,-0.44238834363748863,-1.2045809672655983,35.25287222340899,35.25287222340899
cc_align,gov,25,flores,ka,-0.44403533802808426,-1.2047135673634013,15.756427260010454,15.756427260010454
cc_align,gov,25,flores,gu,-0.4420948927196186,-1.2045569351118228,20.803845798313365,20.803845798313365
cc_align,gov,25,flores,hi,-0.4420948927112105,-1.2045569351111323,18.717104476921655,18.717104476921655
cc_align,gov,25,flores,si,-0.44403533801060174,-1.2047135673620144,13.16605483810547,13.16605483810547
cc_align,gov,25,flores,ta,-0.4440353379924051,-1.2047135673605707,11.652038448271632,11.652038448271632
cc_align,gov,25,bible,ka,-0.44355103568341064,-1.204674977743812,2.1023796041628815,2.1023796041628815
cc_align,gov,25,bible,gu,-0.444035337852062,-1.2047135673494365,4.80104155366314,4.80104155366314
cc_align,gov,25,bible,hi,-0.44355103597636975,-1.2046749777672563,4.104875150354776,4.104875150354776
cc_align,gov,25,bible,si,-0.44355103568341064,-1.204674977743812,2.490983741416245,2.490983741416245
cc_align,gov,25,bible,ta,-0.4435510359089124,-1.204674977761858,3.622154055254983,3.622154055254983
cc_align,gov,25,gov,ka,-0.4423883436368692,-1.2045809672655476,34.350327509355736,34.350327509355736
cc_align,gov,25,gov,gu,-0.4423883436407164,-1.204580967265862,38.30000000000002,38.30000000000002
cc_align,gov,25,gov,hi,-0.44238834363818474,-1.2045809672656551,35.70056021969405,35.70056021969405
cc_align,gov,25,gov,si,-0.4423883436464874,-1.2045809672663332,47.051301788579686,47.051301788579686
cc_align,gov,25,gov,ta,-0.44238834364088303,-1.2045809672658754,38.90205650091009,38.90205650091009
cc_align,gov,50,flores,hi,-0.44209489271902297,-1.2045569351117738,21.223571801183716,21.223571801183716
cc_align,gov,50,flores,si,-0.44403533801896905,-1.204713567362678,14.312581877495077,14.312581877495077
cc_align,gov,50,flores,ta,-0.44403533801356343,-1.2047135673622493,13.776247674893206,13.776247674893206
cc_align,gov,50,bible,hi,-0.44355103597636975,-1.2046749777672563,4.318564576337853,4.318564576337853
cc_align,gov,50,bible,si,-0.44355103580367866,-1.2046749777534365,3.1575306807694035,3.1575306807694035
cc_align,gov,50,bible,ta,-0.44355103594112694,-1.2046749777644359,3.9204591567825484,3.9204591567825484
cc_align,gov,50,gov,hi,-0.4423883436396779,-1.204580967265777,37.05003373817629,37.05003373817629
cc_align,gov,50,gov,si,-0.442388343648272,-1.204580967266479,50.30039761274261,50.30039761274261
cc_align,gov,50,gov,ta,-0.4423883436429012,-1.2045809672660401,41.15003037665952,41.15003037665952
cc_align,bible,1,flores,ka,-0.4435510349484228,-1.2046749776849937,1.060660171779837,1.060660171779837
cc_align,bible,1,flores,gu,-0.44355103583931355,-1.2046749777562882,2.801785145224398,2.801785145224398
cc_align,bible,1,flores,hi,-0.4435510357618463,-1.2046749777500887,2.4020824298928805,2.4020824298928805
cc_align,bible,1,flores,si,-0.44356897137840123,-1.2046764128419485,1.2509996003196981,1.2509996003196981
cc_align,bible,1,flores,ta,-0.4435689715215852,-1.204676412853403,1.503329637837308,1.503329637837308
cc_align,bible,1,bible,ka,-0.44403533802377787,-1.2047135673630596,15.111915828246282,15.111915828246282
cc_align,bible,1,bible,gu,-0.44209489270715124,-1.2045569351107992,17.00029411510285,17.00029411510285
cc_align,bible,1,bible,hi,-0.4420948927158563,-1.2045569351115137,19.502307555774028,19.502307555774028
cc_align,bible,1,bible,si,-0.44209489272571845,-1.2045569351123235,23.154373237036687,23.154373237036687
cc_align,bible,1,bible,ta,-0.4420948927108255,-1.2045569351111007,18.05173121891639,18.05173121891639
cc_align,bible,1,gov,ka,-0.44355103428022785,-1.2046749776315204,0.7071067811865632,0.7071067811865632
cc_align,bible,1,gov,gu,-0.4435689716289724,-1.2046764128619945,1.8110770276274997,1.8110770276274997
cc_align,bible,1,gov,hi,-0.4435689716289724,-1.2046764128619945,1.7029386365926575,1.7029386365926575
cc_align,bible,1,gov,si,-0.4435510345665999,-1.2046749776544377,0.7516648189186627,0.7516648189186627
cc_align,bible,1,gov,ta,-0.4435510338792997,-1.2046749775994354,0.6082762530298371,0.6082762530298371
cc_align,bible,10,flores,ka,-0.4435510357120459,-1.2046749777461034,2.308679276123056,2.308679276123056
cc_align,bible,10,flores,gu,-0.44403533784076976,-1.2047135673485405,4.809365862564436,4.809365862564436
cc_align,bible,10,flores,hi,-0.4435510359203015,-1.2046749777627692,3.5057096285916383,3.5057096285916383
cc_align,bible,10,flores,si,-0.44355103568341064,-1.204674977743812,2.209072203437469,2.209072203437469
