train set,train set size,test set,c0,c1,rmse,kfold rmse
gov,1,flores,5.6672613378442165,1.8282716473016605,2.2138955109339133,2.363048878038709
gov,1,bible,1.727172241034205,1.5540310781444837,0.781238333246221,0.8188406438371313
gov,1,gov,36.69644902209752,30.075068623266425,2.6096615361639013,2.6852374196707447
gov,10,flores,4.84943822971606,-11.975179302581155,3.269607519769512,3.5962480448378225
gov,10,bible,0.9193760711929226,-1.919684414387636,1.2445882853377679,1.3154847015453504
gov,10,gov,51.889544490542946,29.343759970446477,2.6901672810440624,2.810427013818316
gov,25,flores,7.23607516276735,-12.066592885043574,3.740053475553524,4.109987834531895
gov,25,bible,1.966369330513024,-0.9141358246246053,1.4160979250508536,1.4825653442519262
gov,25,gov,58.21760863713332,33.64019834618189,3.2914029430219163,3.4695100518661173
gov,50,flores,-8.372844921821793,-39.4906676237262,0.408248290463863,0.577350269190519
gov,50,bible,-3.6333004313092716,-10.146907653332093,0.04082482904638634,0.05773502691896263
gov,50,gov,68.82507494297629,46.346686308408025,3.5517601270356094,5.02294734194975
bible,1,flores,1.760356803382298,1.096962989545682,0.5403702434442518,0.562138772902049
bible,1,bible,25.398001510949754,14.351932446602978,2.777468871712757,2.860506948077606
bible,1,gov,0.5866369330512594,-0.09141358246246406,0.3825354014118606,0.4037325847637445
bible,10,flores,2.9737198703349423,1.188376572011853,0.8162924312605949,0.8686195945124213
bible,10,bible,36.12472764444925,14.534759610836566,3.334216549656007,3.4063176598625775
bible,10,gov,1.2999999999997687,-3.6517417575606705e-13,0.681175454637056,0.7197221686177278
bible,25,flores,3.2603568033602346,1.0969629895148019,0.8438009243891595,0.8862843787225174
bible,25,bible,40.08463844184843,14.260518860541039,3.514541221838207,3.556121482135305
bible,25,gov,1.9069045355905163,0.7313086597002768,0.7907802054511311,0.840238061502313
