train set,train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,1,flores,184.502144525534,-733.4630898715602,999.9999999999822,-457.33894014091646,2.076149333886383,2.09489978464418
gov,1,bible,128.33298712635522,-602.5586609141521,944.9489834731953,-491.231816898245,0.7107616594306736,0.7235516113794895
gov,1,gov,204.36599893208108,-763.1096695390517,999.9999999999144,-411.39105128154966,3.2860455251616103,3.286439476112817
gov,10,flores,-126.60515827980251,663.0228493503647,-999.9999999999917,477.2915710849325,2.773034808102241,2.854498959029571
gov,10,bible,50.114029997221905,-218.84576371373362,345.34777016185586,-186.97311479691058,1.0489013873568778,1.0709837915702924
gov,10,gov,273.9962115095242,-896.2247815242501,999.9999999999999,-298.32224390781784,0.7035250286042934,0.7044771009655462
gov,25,flores,-133.15175829636289,684.2065052715478,-999.9999999999898,460.51064442949576,3.200462905736057,3.294772666826595
gov,25,bible,145.27690688778156,-651.3982144833024,999.9999999903713,-515.1891301838928,1.2061216352627133,1.2249936635269811
gov,25,gov,293.79880540353764,-936.6586931824514,999.9999999999999,-262.66708510271803,0.7163900132975753,0.7261265319393448
gov,50,flores,147.6449586362896,-240.55152073914988,-110.2421188502832,251.51412837530853,3.0046521532878507e-13,4.009480444379786e-13
gov,50,bible,27.74291482397985,-44.58208991374703,-20.42159963918242,44.15873609050419,2.4337013868051546e-12,9.686597930999085e-13
gov,50,gov,130.1672620475451,-209.39976743266175,-67.19118266790034,260.3374805818576,7.74024264575634e-14,9.603285838349171e-14
bible,1,flores,143.74527626737478,-655.024040888263,999.9999999999725,-506.71310406722074,0.5435316413879322,0.579184690443778
bible,1,bible,308.36265305045504,-996.5871452818587,999.9999999999999,-247.6607126281184,1.413617444702607,1.4137276918227362
bible,1,gov,133.62952918251455,-596.1211083644848,889.7118776700677,-441.6868865156775,0.3661151718382891,0.40205704258086794
bible,10,flores,-22.61093294270121,48.26153561870223,26.65079711774929,-62.488242016033745,0.8187104493446329,0.9119919233283648
bible,10,bible,340.4480277035913,-999.9999999999987,851.3714108631214,-92.83835424422736,0.43035224433681984,0.46130424244649093
bible,10,gov,135.5499077225644,-621.8931265375372,960.3576381765234,-493.1825122551913,0.660284035096313,0.7227491849137161
bible,25,flores,22.72048693266938,-131.02719583889217,260.1910410180511,-162.24521226218212,0.745243863343987,0.763229304137762
bible,25,bible,349.21643099859455,-999.9999999998997,819.5213689524783,-61.259042088913525,0.6142215435924032,0.6402815422514101
bible,25,gov,58.288548806883,-273.8157006734806,440.6882482646456,-236.00998604301734,0.7220957457247523,0.7381354473232447
