train set,c0,c1,c2,c3,rmse,kfold rmse
gov,6.9948321151531045,-9.265181195862383e-10,5.925964424069959,-0.00011320969701097782,14.74378883034308,14.85022249946196
bible,6.803593378651515,-5.335456314086184e-10,0.04205098233226268,0.0001333550372951684,12.31717274673909,12.249153704350386
