train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
cc_align,25,gov,50,bible,4.632052654418952,-0.214108426558898,-1.6223924482310204,3.9542646812579254,-0.057096069764243605,1.6230121946530343,1.0147733437804156,-2.2355937836478237,-4.070171976582731,1.0760127039868057e-10,0.4352322631204194
cc_align,25,gov,50,gov,9.195462913145537,-10.919602686401406,-13.52181602975348,3.233646884025432,1.6387064889867589,13.94499173311741,-32.22422465379752,36.58097405847445,35.329831904618146,4.110803002316992e-09,4.897334908189707
cc_align,25,bible,1,flores,3.6321550861245493,23.764403188579916,24.936776457373288,-9.203429182273712,-10.395342190750146,-4.111601730055242,-6.7675806626253685,-11.818294358190569,-10.557433035112808,8.212382287965015e-10,0.3050905450430103
cc_align,25,bible,1,bible,-43.6621223109506,102.11226248088869,121.30725734620815,74.10279152120566,82.52813726268205,-43.01676394361198,-38.99952835235841,-75.91709030893666,-20.632294799925376,1.3329379807761178e-09,0.550942868183344
cc_align,25,bible,1,gov,4.51649958711646,17.34885160010534,17.834534275406156,-10.131941570916073,-11.584851101780659,-3.422326157791999,-6.056828628559948,-6.96060124140903,-7.947692332840173,4.6377111693249165e-10,0.5731529807431787
cc_align,25,bible,10,flores,18.21534478028779,22.820476118841377,20.38557439845953,-30.96793650560084,-33.61006434859511,-14.657222800098399,9.26292810491161,-3.347807131468477,-10.420125935836282,2.8548441282858493e-10,0.8585520489990371
cc_align,25,bible,10,bible,-50.27813686641517,95.64465729355689,117.48433499805135,100.97264533437979,110.97309644170456,-49.250507135911,-39.10922422297113,-75.8777989112162,-11.701770741668172,7.807648306516423e-09,1.4369956217761577
cc_align,25,bible,10,gov,10.582085076973687,28.23536553716594,28.132581112341775,-26.472040860550596,-28.65178862505502,-4.83070759538754,-6.984085562605757,-8.246425095631215,-10.34290910401995,4.947130056410433e-11,0.5927813782609392
cc_align,25,bible,25,flores,24.821874233938296,-11.20086375982752,44.24702785104392,-33.7836870280497,-27.684011502213398,1.8675621744779736,-4.037002500486724,-2.5679541473120264,-10.443403377354064,4.867511248518857e-10,0.5973819782247819
cc_align,25,bible,25,bible,-47.52603805936588,87.79464354020246,108.952893874422,104.99523433854519,114.24198686189501,-44.82480526908888,-39.76733514433767,-71.76797088217762,-9.582214789894854,5.166456773023015e-09,1.6537287106954737
cc_align,25,bible,25,gov,15.018830013344155,27.393253743150098,24.653388831331682,-28.085155841143308,-32.72803465518012,4.746223122787169,-14.224182421816108,-20.06900017583809,-0.7340197102515521,2.655224961880416e-10,0.6480461817504131
cc_align,100,gov,1,flores,48.52489545361314,68.5565426707387,59.76368735602377,-70.40131778628262,-82.2304201438602,-42.453726989956884,10.57632734996916,-28.341253465475685,-17.17220190965371,6.714953925784851e-10,1.680197661339031
cc_align,100,gov,1,bible,10.051691453341904,16.81401960218916,15.748546875519603,-27.146935396127557,-29.14010953370463,0.45236902167145526,-5.470436247361736,5.33843277242707,-12.201009258033919,2.674956697997445e-10,0.46292800769924747
cc_align,100,gov,1,gov,-26.32254107295523,81.09538089314562,90.15229105507291,68.94035739934158,-26.540175032416734,-19.010720315592273,-33.404352266267196,-39.51455348506393,-17.68220699945184,5.5653482080547924e-11,0.8462111085675985
cc_align,100,gov,10,flores,74.51154847568225,48.78576517038164,42.125605574052166,-145.6393519526343,-151.253113997393,293.68123206067764,-325.86554554030846,-122.32540960843536,55.79554189818629,1.3599129209676273e-09,1.7858917865099329
cc_align,100,gov,10,bible,-0.5810205053814542,32.56086993938242,40.684870319702654,2.3277044003041674,0.5729990999675232,-9.775643995248796,-6.121536307212406,-24.922413421950118,-12.654376537190553,4.2129495267286197e-10,1.5663655489092172
cc_align,100,gov,10,gov,-18.199019097716633,85.80920639346392,102.46061779723885,25.394931570079965,42.15572277980817,-25.780438451157707,-41.45151388634036,-39.06252877868627,-3.9702650543526383,3.960819665833221e-09,0.11565309983849764
cc_align,100,gov,25,flores,110.53060499527986,63.668277352509804,44.32531315054714,-142.36482121358392,-150.07735900148953,-72.79504024521329,56.60332039795658,-23.602225533454398,-6.006207888998092,1.972584104805477e-09,2.906310862763516
cc_align,100,gov,25,bible,-7.605000642715747,29.882023219111275,41.584244021262855,8.846473559968496,9.683295729739235,-6.199237943275355,-8.7443479598386,-14.843912748290217,-22.360213310590645,8.37586756140001e-10,0.16675638560191372
cc_align,100,gov,25,gov,-16.589671759082364,85.13724276953077,90.99530805149625,11.541719415938966,60.26845897847968,-25.316240268767398,-40.579218438696266,-32.368151659043846,3.2002383056214048,7.061452663018376e-09,0.04054560341124007
cc_align,100,gov,50,flores,30.336213318343354,1.5486712536741596,-8.118098821075897,10.940829617863564,4.331838129634904,-6.040241854234353,-11.530084227277094,-4.418584454401114,-19.86972483631864,1.7290246496675487e-10,3.3281532369783156
cc_align,100,gov,50,bible,4.105675235865699,0.8868240609818894,-1.8489369191034286,2.6099682907291464,2.360809145793851,1.348471267836189,-0.4219905059644462,-0.1814103722402247,-4.1180256616643245,1.176912181663329e-10,0.21323001580588852
cc_align,100,gov,50,gov,13.142721477704821,-17.22238241799104,65.55470078896931,6.856490226292446,3.8485950195367793,-14.862646779097068,-20.788556545123615,19.30518853858125,23.516681275459252,2.0524154165107538e-09,5.39825806653512
cc_align,100,bible,1,flores,4.616219621895514,20.368503231847708,23.600606377514247,-9.930672040302134,-11.895999222337235,-3.5598125021510993,-5.823684238206001,-8.463000299967838,-11.598757472888146,9.57920875835711e-10,0.4107489583731527
cc_align,100,bible,1,bible,-38.44733460187858,87.58311849518257,114.35493962974259,70.59135571772292,82.86585030281903,-41.29870091470563,-37.26020371555484,-70.12673888177586,-15.612414899440607,8.180659293408256e-11,1.1447604171282437
cc_align,100,bible,1,gov,6.99176382739672,17.584084673562966,17.230472923289604,-14.071843078761404,-16.315806624524026,-3.636340830834431,-4.710927964325362,-5.898096673789002,-8.150157645349774,9.74455935041033e-11,0.6747309791443864
cc_align,100,bible,10,flores,15.146113546970529,21.223773323760923,18.728323704231805,-26.162355938532134,-29.141060593933467,-0.9266249230811661,-2.765379885727416,-7.81576524459672,-8.14938669924174,4.819657874582598e-10,0.7660041514923215
cc_align,100,bible,10,bible,-50.54050587406779,94.28912843487515,115.75551865086071,100.72448873389003,110.06577289349187,-48.84241521273734,-38.75984941821182,-74.0388494451596,-9.91669206928685,6.160083391619142e-09,1.3974393952518778
cc_align,100,bible,10,gov,7.37843529269432,29.03409743852647,29.925132486617304,-20.781611438512773,-22.539686456114456,-3.8314133462366247,-7.865751182983039,-10.067785057767916,-11.534475605300637,6.24042162739333e-13,0.27979299978725986
cc_align,100,bible,25,flores,17.272245292451842,24.23122510724364,19.884837377660666,-29.790175892458873,-36.09140901675248,0.03529373503100275,-2.6858331869307297,-9.58137319272881,-7.553901799318986,5.258033064410274e-10,0.839812017360308
cc_align,100,bible,25,bible,-47.39418358634272,89.15075467966237,110.14858348895812,106.30349685444818,115.42364586584387,-45.848804390631216,-41.07661910541168,-72.76493665216388,-10.406181132221821,4.618074387268018e-09,1.44165821742313
cc_align,100,bible,25,gov,7.275977249366335,28.662798356269228,29.3936392613847,-20.681848215341418,-22.26116415164444,-2.683925221338915,-6.590273979433078,-10.215337786244024,-11.661029427208382,8.208585103338917e-10,0.5059948056625768
gov,25,bible,1,flores,5.709163487295828,13.708984213908865,12.431515166723415,-34.19685922872592,-35.435043860385115,34.96599185055095,-39.881858282519325,19.704147200009107,-23.86764652858278,5.919809167689793e-10,0.7257813251049409
gov,25,bible,1,bible,-17.313315499206293,69.13045150595218,85.29545510158704,34.587432205782314,37.15235213008695,-31.38016320167563,-31.97618117862684,-42.93501604904933,-11.073487566131993,8.476710888605009e-10,0.23940850920930526
gov,25,bible,1,gov,18.30326925604563,12.814601804005216,8.751693932031932,-36.34665101759461,-38.213405662292686,28.746415987854654,-31.1367344522792,-8.171016367322284,-0.7695623907683371,1.2466455795757732e-09,0.8705032639469692
gov,25,bible,10,flores,32.03501098469813,18.97311424385884,12.363217254095542,-64.65202441899409,-70.1679204934961,4.430505565989208,-4.9848517082029025,14.329695381888866,-13.279652853752726,3.650107593094736e-09,1.3500861594089268
gov,25,bible,10,bible,-40.160469463434666,88.92339935293599,106.01437207731199,81.85042772469242,89.0180227147689,-46.8050947249316,-39.486640497920774,-62.552765481122194,-7.888466676785034,7.125027585389914e-10,0.780289155511734
gov,25,bible,10,gov,21.62593919604744,34.479577334967864,32.52979274561411,-60.59502630669351,-62.747459923407185,3.65929357693096,-7.222572330495937,4.442315531623438,-10.843865436024519,1.9900177237141493e-10,1.3282227452916775
gov,25,bible,25,flores,64.07837579499008,-16.275331791223337,35.63583917671677,-79.1542758712978,-79.54011299665396,0.1895287611127747,7.10384387932194,-24.166155938620868,19.62919685323214,4.748702280358986e-09,1.515263253043103
gov,25,bible,25,bible,-41.984212490461886,87.51696567662424,106.64875300700228,98.32646442153478,106.29742672690318,-44.32446656595755,-41.17112960993837,-69.32682649580168,-11.900146306573726,4.390209121205676e-09,1.1118967344068276
gov,25,bible,25,gov,15.128936067493159,50.120174920040114,47.73627723158313,-47.38772641033326,-53.733587090755826,-0.5308566392386166,-8.550224006695919,-11.058053616356327,-15.867364913712336,6.496560831368325e-10,1.4308757881319498
gov,1,bible,1,flores,8.97081528434697,28.139280491804893,28.195802754030428,-21.380899584780103,-23.34744108495186,-3.486897793644333,-7.929011475367996,-10.16560464470373,-12.993296096618831,4.1710847093802703e-10,0.6096607642963047
gov,1,bible,1,bible,-44.31469883485641,112.47479298523159,133.63227991158743,70.15682310595729,80.14792520791713,-45.98380181065923,-42.45551093979337,-82.11886091465134,-24.236157098818286,2.5944679293161306e-09,3.3536930220431853
gov,1,bible,1,gov,7.5740611573566525,38.746835857378606,40.46820493788124,-26.40471259912746,-28.23269948194632,-5.083387315807478,-9.710247344498379,-13.072838954145043,-14.363250062379349,2.20565022968532e-12,0.8878595242929621
gov,1,bible,10,flores,22.494038163246373,32.41771611165923,30.243048152557154,-50.60506709931377,-53.97895896101033,-0.8290073877407369,-9.276727996478183,-2.6628742216303825,-12.549086993558946,4.888168323877534e-09,1.2473791298792922
gov,1,bible,10,bible,-49.98703353384285,117.90611439076125,141.34467387774575,97.13780113901684,106.44770379716019,-55.76201447515616,-47.731153346513764,-95.51041399897451,-11.595568673518795,1.5034909419649227e-09,0.8278710851303522
gov,1,bible,10,gov,-5.22116993997825,81.21613350113644,85.86180017974311,-22.34952996395512,-20.066401985028147,-12.126454009747842,-17.452829328742634,-37.36564873079101,-23.601383588919056,2.0321179996706303e-10,1.4727710514033274
gov,1,bible,25,flores,16.441631853410094,30.530157324559955,28.769673677068216,-54.22018734232925,-57.316330965918766,5.898463144578918,-13.932194949783502,22.37156650157543,-31.052749311091063,4.832786049316395e-10,1.2657376564876655
gov,1,bible,25,bible,-48.87471470230479,106.55808601666314,123.98926542104631,99.55885674209793,102.50151595664101,-49.63628280787276,-44.18001330906404,-77.07676051648782,-14.367833840725073,2.9900358241755582e-09,3.7809931130299175
gov,1,bible,25,gov,-10.064818036537204,72.17524580813976,127.75878830083504,0.19549047004563927,2.862036667270233,-18.95887390455602,-19.622645550918534,-54.1886955449133,-32.43165725357585,2.986663707553722e-09,0.6251020140875823
gov,10,bible,1,flores,21.18190111362184,20.110692579158023,18.41316997215501,-36.383871405093124,-37.646009407598385,-31.510391315026148,26.592875342097987,8.558314207790186,-15.526695542668126,2.71448294612131e-10,0.9886047675010726
gov,10,bible,1,bible,-13.159512701789843,67.67563624215492,83.46646706772295,27.780815115557793,31.052752753895447,-29.933901850045423,-31.45641784198814,-41.689644865454405,-11.17464400738618,4.738742008896606e-09,0.003114962480764734
gov,10,bible,1,gov,17.593306616537948,18.474586110049735,21.0099135462264,-38.28770339751497,-36.45128461255066,3.043136008106839,-9.058964529509444,1.4929430869009486,-12.38052334528253,7.717985732555548e-10,1.0647149786419354
gov,10,bible,10,flores,17.881516193102296,31.368569391375168,8.648076383790855,-56.35995609048996,-59.81948780681103,1.2420974266309968,-4.79984221721261,29.66490400268112,-28.634092495076633,1.1568093301706407e-09,1.1979236377495754
gov,10,bible,10,bible,-37.417777142892426,93.54282070259207,109.88010119642021,75.30348039552108,81.95866635617067,-46.58142220138864,-40.60865826504058,-63.44438863569295,-10.824193093109654,2.2546775144467267e-09,0.9002883533338865
gov,10,bible,10,gov,10.589680672634637,53.05543367422998,55.29584137904711,-43.63669911638817,-45.59909745555798,-4.36715406420625,-11.987729266776006,-13.395909060949775,-14.311717373776933,1.1112387780795897e-09,1.1020853378410738
gov,10,bible,25,flores,31.26592010957374,21.11541862589687,13.468087214917935,-63.86502678044697,-68.28130990374704,7.069330561942527,-6.087430436238782,10.01876331039724,-11.824158877491628,1.511019087934313e-10,1.3714728798424078
gov,10,bible,25,bible,-49.080614407468765,89.45119885590002,111.06752281969122,109.71554464855302,119.16468340635701,-46.39552007037308,-40.6340419306825,-74.74468937693082,-11.006370174489632,7.709936773206234e-09,1.5567949187485968
gov,10,bible,25,gov,-1.6624925712651681,59.259919887384626,65.79225362303889,-19.486436474289487,-18.572876892668297,-7.844767360497557,-12.003735849687093,-27.19339920086788,-16.838001596196555,1.0385474293175636e-09,0.6586214793948277
gov,50,bible,1,flores,4.913939397883246,-0.43271583166056554,-4.120173671564186,2.7601970491068997,-0.5833195914837678,-0.37087321363540626,-0.82635731699294,-0.29672194845499644,-4.402924184997762,1.8611850809642707e-10,0.10081682304827674
gov,50,bible,1,bible,10.270630809563103,3.8244512100974206,5.309251800020385,4.156814236444628,1.1496341139193857,-9.925364076467755,-16.488812759726706,10.148607223030497,8.77201154305199,2.3436594903408437e-09,2.616754260984846
gov,50,bible,1,gov,3.664919936349107,0.607739613713232,-2.1660338623256403,2.0012668176148445,0.9109993678844094,0.5609629475606183,-1.9057511691811622,-0.4767578818328033,-4.456293995171122,3.602358510114519e-11,0.09858390107239826
gov,50,bible,10,flores,4.471972270111635,4.440784019110195,3.8173941769394872,-7.188799597116349,1.3578859126765928,-0.669316715956147,-3.9212044853038757,7.444121707111924,-12.862739343962916,2.6511139218637108e-09,0.09800023228957658
gov,50,bible,10,bible,13.027281321092964,6.902939590589631,3.2713462629015773,5.701287770037005,1.6341158678301628,-13.64655728618969,-17.796055367860113,15.40597695755648,15.992804703532359,1.6185775884980206e-09,3.7658797611372234
gov,50,bible,10,gov,1.8698895210214765,0.3185296670353307,1.1167247779104428,0.021968545951220612,-0.33359624095321483,1.750763125680137,1.0937123713539134,1.6417476202104673,2.1717825079715656,2.3719374065619783e-10,0.32676593018981515
gov,50,bible,25,flores,5.098602031361115,-2.219284525697167,0.8137940585141753,3.526536228009903,-0.2008749407680514,0.07273136128237796,-0.9702179977207351,-0.11781534140536933,-5.002237485845246,2.022394504765026e-10,0.0888221016066439
gov,50,bible,25,bible,15.909725439812913,-28.543590673989538,-2.5365633631287086,34.75922690474969,0.6480587828020201,-6.256699576908661,-17.357731378502237,20.014342030786597,21.424769836864435,6.825407793827099e-09,3.8687750082432086
gov,50,bible,25,gov,2.5036496804931234,1.0354818894541815,0.20395646256723668,1.4001971480878073,2.5898814910097343,1.6802385567181843,4.466720852049145,0.6713729358540262,-0.8497821835252005,1.7590623318818173e-11,0.8202331080244517
bible,25,gov,1,flores,51.27572413772387,33.96047698250027,26.026491994831662,-101.38534295504651,-103.13279278638538,5.2771819315833355,-16.592429436303433,15.927969919682914,-19.247815652017458,4.540921914337473e-09,2.171466129982515
bible,25,gov,1,bible,26.53204595692923,41.93847071891646,38.29941193844044,-56.296899618618035,-60.96792675256141,-1.5016997698710366,-12.095557511027733,-5.899581708462112,-21.570192031047306,9.148815796356791e-10,0.7865419543571123
bible,25,gov,1,gov,26.782335232696987,71.42562478207206,35.951314928724344,-16.865095655749325,-35.9874320243816,-115.54018139110836,96.74556822313777,-10.10533642472524,-3.33990325335765,2.6985695464493686e-09,0.03474277475651275
bible,25,gov,10,flores,56.09321684801308,55.85251169903343,47.07435348090254,-175.8462529660682,-177.45463528760644,26.15501197094599,-53.017782909077226,127.55578015479286,-108.23586800125425,6.7847255094792055e-09,3.7993355275868295
bible,25,gov,10,bible,-12.02254385053228,118.52712891060534,123.91222226790514,1.3158275982995542,4.1592235943720155,-31.137390042825025,-36.44746770228853,-68.24595895001,-38.20121634112577,1.1528154903058822e-09,0.41548193344648654
bible,25,gov,10,gov,-6.028154010958012,80.02381660145129,86.3898720662884,-21.03420706163033,78.03388583839757,-23.243337671240997,-39.027609780788985,-29.512331754551255,-1.3157531815111234,4.344189292172595e-09,0.22636008448474276
bible,25,gov,25,flores,73.82824319444528,57.095916892727615,44.41119197366267,-171.9724527558204,-174.9345634511508,1.5228212849846743,-24.63951885275166,91.91903743728487,-84.16501091258291,4.4624129830489956e-10,3.5179259076710125
bible,25,gov,25,bible,-30.83930484932438,134.73681070919304,153.2066304535198,29.924122497293652,37.38508303803554,-40.84553885585562,-41.37046518075946,-88.2654261244733,-40.43339254104734,1.0039656439251798e-08,3.282515874000179
bible,25,gov,25,gov,-18.334019944128244,83.62044770543065,61.45102980303057,27.13796579340648,33.83753822557826,-33.720528355367335,-23.1905595650859,-24.85045960591632,13.780114050989614,2.580960068165351e-10,1.6175460039023744
bible,25,gov,50,flores,27.066039751322812,2.3736535042452656,-8.399435129005058,11.141606259621101,2.735342668258848,-8.094713891022078,-12.815318398625424,-4.0977298335672785,-17.4229891265271,1.2329938377300224e-12,1.7121723558377404
bible,25,gov,50,bible,9.055842992362901,3.9297284971036204,0.03293951611227041,6.119524203552336,1.6200225279966467,-1.0106327932871397,-10.518223119502215,-1.714662350085379,1.5727296335998353,6.86249277444196e-10,0.9549900417845897
bible,25,gov,50,gov,-2.708401498344874,37.120360446795765,17.23017543155292,4.281158489155427,6.3908423397686525,-11.549281630476766,-21.10528590370547,19.144172839859486,22.37980102152318,7.0616256109659114e-09,5.237509454569336
bible,1,gov,1,flores,15.948418721077072,82.19651070972668,85.31311138413082,-45.60179434522393,-48.632104219416405,-16.49194701023267,-25.812367139284504,-32.561264245076025,-33.410838288633066,3.079433937932137e-09,0.8009102358549702
bible,1,gov,1,bible,-16.36058518711598,109.24786919392679,88.13148670216674,13.73120274323403,16.339994597693135,-28.047567296986536,-21.937048103900324,-69.281676879646,-31.09043416544632,6.934310315582989e-10,0.30251306255976507
bible,1,gov,1,gov,-59.365785841381886,224.68524257309952,140.86374075396398,61.731848391861206,80.403978850779,-53.793176661402235,-44.425693079181215,-136.62824345844024,-30.263830042671778,1.2613792542362616e-09,0.6544240426508802
bible,1,gov,10,flores,92.99034251368394,80.22450876709617,82.11989673221689,-159.18732997488746,-146.51039287101867,-16.11288449694785,-22.166311343981324,-29.16426680691725,-20.03498320321981,2.531081569383558e-09,4.602532220589004
bible,1,gov,10,bible,-35.7695367428892,129.1547283452016,145.94487899831543,38.23392807903148,45.049124918203205,-38.650496447539936,-37.55224182126708,-87.78929390862953,-41.06985940793687,2.060756965250352e-09,1.3533833916236506
bible,1,gov,10,gov,-23.06156857779228,94.33956937115204,128.12989747454657,40.15508742133047,47.959355976129174,-37.06616343617252,-41.94864304453007,-56.40302165199957,-6.679395784944273,2.1443895480810226e-09,0.21498643003155704
bible,1,gov,25,flores,42.47053190706914,78.50138293002969,73.46034287526274,-162.8347875406239,-165.73542866317618,3.611568949814088,-44.07393289498912,138.02237546713206,-138.26804034209408,9.056621993991434e-09,3.1730123051453085
bible,1,gov,25,bible,-39.676601723807444,128.79889531651966,148.69616728906013,44.15429089108254,53.3371623887067,-40.05190354452725,-37.64678953919117,-90.40313034502317,-38.36923470147652,2.3415019941809155e-09,1.1347847013780208
bible,1,gov,25,gov,-74.57303483047842,102.64506248291931,89.17091636368413,34.382940211242605,31.90447947954016,-40.25833359348749,-34.86273754319975,114.9090541257616,-106.90578414625392,3.734555408489795e-09,0.6067462467770702
bible,1,gov,50,flores,25.86152169047878,3.49787775102301,-9.030153403861823,12.131707614654246,3.5940582860044814,-8.975370713646925,-13.38318363725603,-4.509915041414926,-16.387753443386252,1.676304678493411e-08,1.7872414391845604
bible,1,gov,50,bible,6.041036820412497,2.0460319671743807,-0.2642283895651246,2.641064547830883,0.684560838323009,-2.0887083555585337,-3.8470053112800615,2.8575552317023987,0.8595874065508262,3.1125890862021277e-10,0.7099529251633829
bible,1,gov,50,gov,-5.5181631172282355,64.9404223059512,-13.37553800045085,-2.848055672525224,0.41038041905947514,-11.874248721551844,-22.200444473054276,21.406868235739612,23.265260343514946,2.0126263879190936e-08,4.184058576546481
bible,10,gov,1,flores,21.372927499998255,46.12517262844916,43.62592679054381,-84.36194471124082,-86.6417834659928,2.655045765513359,-25.431966075259293,61.33678783677629,-67.8560142168657,2.3246070042557328e-09,2.790362149286535
bible,10,gov,1,bible,16.856321796752578,52.215948539889176,52.24649798763483,-39.14647733752884,-42.421442484891976,-6.332620743208216,-14.43565489990522,-19.368523085305377,-24.36017621648152,1.6040755171114404e-09,1.0983902356695867
bible,10,gov,1,gov,10.62742956201747,73.35245797839119,57.55548180936961,-20.545430777150294,1.446840030509569,-54.22461903709327,22.724001111863824,-21.384244456295765,-11.010061919358737,5.212910854381657e-10,0.35725727247155825
bible,10,gov,10,flores,37.28121097231806,67.0093065041479,64.58697777732141,-159.5982405936459,-162.76576556117544,-55.206616202157484,23.221186453091686,189.78179095390436,-164.957695744903,1.5940067585535823e-10,2.8790386463704936
bible,10,gov,10,bible,-24.81660141412403,129.956427660676,146.79030661881578,23.697466528955935,29.898286859543347,-38.06679941076455,-39.63216337302347,-85.72929958346039,-43.37621440888753,5.150012365734079e-09,1.1368642486671383
bible,10,gov,10,gov,-14.701614692715912,85.69689372193345,91.99528294437103,4.916892374575599,59.593358704993356,-24.538307953785488,-39.726487756345804,-34.569303612029124,-2.647432587351686,1.6397709612013206e-09,0.03573546816826693
bible,10,gov,25,flores,73.53025178069794,57.50729111900079,45.8713395452273,-173.4110369071197,-174.6411089740563,3.2031038712799615,-25.535590270864326,92.35862171578728,-86.15832492525435,3.7098621635825457e-09,3.4650456814564223
bible,10,gov,25,bible,-29.091278468084187,133.18065885703155,150.1229587978494,25.3295531863903,31.99339110911179,-40.55393597731609,-41.67168718769317,-84.8558984345886,-39.112608186048625,4.654597073781145e-09,2.154351235423096
bible,10,gov,25,gov,-22.251567749814583,75.15450069784112,75.56225305982082,45.16150464984747,11.736272665735406,-21.519633461483167,-37.67432735388846,-23.743265463259487,8.01926036494556,8.491809606694135e-10,0.5864881873529014
bible,10,gov,50,flores,25.22123890436545,3.793464399997201,-9.426626802760481,13.115528387894654,4.261318873519159,-7.786455488164554,-12.416867293763655,-5.441704543027448,-16.352975428389154,2.156335495820476e-11,1.5563013315087109
bible,10,gov,50,bible,7.91083646286061,2.9699563817236583,-0.6578271441840515,4.281065632328316,1.8178474927470767,-0.4991037074775366,-11.268945179523552,3.124356265116241,-1.0898297267567227,2.155129934107273e-09,1.060389499810537
bible,10,gov,50,gov,14.030532797632304,5.884855379026832,21.81887430748332,-10.966912487819386,1.8170030625816742,-8.536960437713429,-18.01552948890821,22.902109249027614,29.452132137540495,5.253384272397421e-10,6.352347784016719
