,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.5],6.958871291844817e-10,[0.5],1.5437719287060022e-07,[-0.5],4.4129742471305974e-07
kfold,[-1.0],0.0021429155063467462,[-1.0],1.2697323936437537,[-1.0],4.085867579100606
