c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
-3.372410555398244,32.66560269178069,-59.54853572225106,36.42679081546075,-18.37897153084406,0.1875162889169733,1.2186796050628814,1.283329514495182,-0.7457457523025585,0.0803187117790871,0.255639239657222,0.26817702368084384,0.7617793774704134,0.5841656045012343,0.3748854944563153,2.272769964061026,3.0685261124681977,-4.269087476035769,-5.071434561101968,-5.791740770950318,0.28904524646753127,0.6032661599225251,0.38646647203233475,4.597791770667251,4.681649560637718
