c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
7.335680070282296,0.6604811848588651,-3.68595490857574,1.664478719098486,1.4077242560227015,1.1498236130138368,2.9048698774959947,-12.492171431254546,0.9412789875792286,13.353121814018598,13.366568667592455
