c0,"c1,1","c1,2",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
-2.3610529987866937,0.2901059080089566,-0.0024420588996291927,-18.409203816414962,0.36159951269381946,1.1060603934777922,1.1082050304801088,-0.7598702097715782,-0.1820010515095984,0.0021578930962351394,0.07318416466148693,0.3738062773310083,0.2620515132676551,0.8601928548933984,2.360323522522685,2.8995812161741794,-3.7047341117653256,-4.914034021263441,-6.002427937296592,-1.1565498789029918,-0.5262598500033432,-0.22959665100587365,4.647413553994532,4.69272356830895
