train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,rmse,loo rmse
cc_align,25,gov,1,flores,12.253925065525113,-9.479302329302266,0.0,0.0,2.2539186184167783,2.5592950664363627
cc_align,25,gov,1,bible,-0.1586800606771363,2.565591522357879,0.0,0.0,0.7328157927012003,0.7943503465635715
cc_align,25,gov,1,gov,2.7712416654332643,36.4900156496865,0.0,0.0,2.1670081001800825,2.4304090723269676
cc_align,25,gov,10,flores,25.813811402605825,-22.654295540079065,0.0,0.0,3.2572469532365873,3.7114891172178104
cc_align,25,gov,10,bible,2.7353266186697,-0.06573926465794962,0.0,0.0,0.9230325808797133,0.9245176551837442
cc_align,25,gov,10,gov,11.982975878045442,42.9440653434181,0.0,0.0,3.2137326093419607,3.524756216753725
cc_align,25,gov,25,flores,29.605473587376704,-26.583892321092506,0.0,0.0,3.309042318317675,3.7725216446943226
cc_align,25,gov,25,bible,1.6825972028749998,2.7493043259868792,0.0,0.0,1.0504116953330658,1.0522338055148681
cc_align,25,gov,25,gov,11.66803102106424,50.19223570553798,0.0,0.0,3.5482643064246937,3.89416737908305
cc_align,25,gov,50,flores,48.20549300531922,-60.219461902309554,0.0,0.0,0.41246549933474874,0.6905267910987062
cc_align,25,gov,50,bible,6.5345560527926345,-5.973938959731889,0.0,0.0,0.49312409558659587,0.8255609307884929
cc_align,25,gov,50,gov,11.80906442703008,57.17595675827421,0.0,0.0,4.480477216751072,7.500966690337735
cc_align,25,bible,1,flores,1.4935014697247313,0.3842735750302885,0.0,0.0,0.6838336232305734,0.705833114218701
cc_align,25,bible,1,bible,11.357016003234985,12.771346797311315,0.0,0.0,2.635720063723261,2.707032777025317
cc_align,25,bible,1,gov,2.52869240493868,-2.844747817999294,0.0,0.0,0.47289669186407945,0.5079108484278578
cc_align,25,bible,10,flores,2.2466699111760957,1.1041295272314886,0.0,0.0,0.9483309944801023,1.0032220572384012
cc_align,25,bible,10,bible,19.89399761478456,14.712307884916,0.0,0.0,3.4564353120101714,3.5102743617955903
cc_align,25,bible,10,gov,0.16808764582384741,2.8507400224438393,0.0,0.0,0.866916357849265,0.9603105716264565
cc_align,25,bible,25,flores,1.3772392911103515,3.1686735009191285,0.0,0.0,1.0140592543305438,1.0441364746296378
cc_align,25,bible,25,bible,24.46684883813378,13.646286330203957,0.0,0.0,3.460504893862955,3.5000109583434815
cc_align,25,bible,25,gov,0.06376649323768656,3.6775805729961286,0.0,0.0,0.9253849221871759,1.0103877262046528
cc_align,100,gov,1,flores,16.002581004089098,-14.110452692753551,0.0,0.0,2.027855374317085,2.2834210414316796
cc_align,100,gov,1,bible,0.4991888218613191,1.825194929366367,0.0,0.0,0.7135906225046896,0.7806703025034737
cc_align,100,gov,1,gov,8.267253811592385,29.277125820586246,0.0,0.0,1.8550963182823985,2.035249907533158
cc_align,100,gov,10,flores,25.629350877305647,-19.7802003414235,0.0,0.0,3.133461411131304,3.5562675706448363
cc_align,100,gov,10,bible,0.6336243527614279,4.850220310189039,0.0,0.0,0.905029876177265,0.9123296423135876
cc_align,100,gov,10,gov,11.386906490870725,45.132673475412666,0.0,0.0,3.2193766224053357,3.4877845319772747
cc_align,100,gov,25,flores,29.660410440192877,-24.155306633202123,0.0,0.0,3.0132043572133873,3.334742768576401
cc_align,100,gov,25,bible,0.5599691825098134,5.768858654897299,0.0,0.0,0.9330554675611089,0.9331010426598266
cc_align,100,gov,25,gov,11.241250981878439,51.805234300086205,0.0,0.0,3.6653064918768052,3.9446461662742602
cc_align,100,gov,50,flores,51.91791989652853,-64.0593639774644,0.0,0.0,0.6696176360759057,1.1210367858187542
cc_align,100,gov,50,bible,6.91303029065299,-4.949163283913021,0.0,0.0,0.31281859962575154,0.5237035606867853
cc_align,100,gov,50,gov,10.601541131963454,59.65239614905762,0.0,0.0,4.636886515802182,7.762818457194692
cc_align,100,bible,1,flores,2.0174990662335746,-0.21865395156619652,0.0,0.0,0.6781444379558857,0.6959622133045124
cc_align,100,bible,1,bible,13.843602342627475,9.409466564197658,0.0,0.0,2.669287052243242,2.738728968896714
cc_align,100,bible,1,gov,2.542437129271087,-2.4609282019752428,0.0,0.0,0.5462125185906886,0.5844208120851214
cc_align,100,bible,10,flores,1.4926691639577576,3.4749228553423315,0.0,0.0,0.9715919305140082,1.0025519204929967
cc_align,100,bible,10,bible,19.157242027599608,16.90213077067345,0.0,0.0,3.5388223516682404,3.5971279974578816
cc_align,100,bible,10,gov,-0.45916850959088923,4.874019290321302,0.0,0.0,0.8709692954921504,0.9365173139864104
cc_align,100,bible,25,flores,0.3276785679468956,6.238347356194424,0.0,0.0,1.1329578572845524,1.1689390144579812
cc_align,100,bible,25,bible,26.45491896845677,10.653829468864025,0.0,0.0,3.5156251875485447,3.555521968739881
cc_align,100,bible,25,gov,-1.7914012968048278,7.83701209112344,0.0,0.0,0.943890613892394,0.9916080954551516
gov,25,bible,1,flores,3.2734663327716964,-2.3697972531370763,0.0,0.0,0.8954680088188333,0.9471397066899825
gov,25,bible,1,bible,16.338074630429475,4.17200853341902,0.0,0.0,2.2921065327989676,2.435452243771273
gov,25,bible,1,gov,3.2808970317689155,-2.16031688409602,0.0,0.0,0.8751290276744701,0.9338174718201545
gov,25,bible,10,flores,3.5991340376894523,-0.4450062490181007,0.0,0.0,1.3393656486263412,1.474781744147172
gov,25,bible,10,bible,22.60342441496592,10.04250627907409,0.0,0.0,3.5975061817377463,3.696482598483358
gov,25,bible,10,gov,-8.722939167707302,26.095336031911287,0.0,0.0,1.442676153156136,1.6470747720112697
gov,25,bible,25,flores,2.1608950421638395,2.7524719966555007,0.0,0.0,1.5656691799311266,1.6949963190679367
gov,25,bible,25,bible,28.694169715588103,5.928527069014797,0.0,0.0,3.349183262236198,3.3940872096506247
gov,25,bible,25,gov,-10.081150719477735,29.590522827227264,0.0,0.0,1.737692829538913,1.8713841325405958
gov,1,bible,1,flores,1.4086509517848051,0.39329977322542586,0.0,0.0,0.9258568526118505,0.9716680804357128
gov,1,bible,1,bible,10.242485829577719,12.277336036972681,0.0,0.0,2.7347539722725123,2.828437679333956
gov,1,bible,1,gov,-3.0317056928378023,10.77780630094976,0.0,0.0,1.128659811578405,1.2224718143960127
gov,1,bible,10,flores,0.46828884892535233,4.897360160227287,0.0,0.0,1.277345059837522,1.4280181072757265
gov,1,bible,10,bible,19.61940750958779,13.995102806515213,0.0,0.0,3.759919060145483,3.8622341030556373
gov,1,bible,10,gov,-14.80073853240844,39.34087929961047,0.0,0.0,1.962820999395305,2.0942879839165753
gov,1,bible,25,flores,0.7331546648483994,4.9999596903358325,0.0,0.0,1.4080666863702231,1.5298429935368132
gov,1,bible,25,bible,22.679571619744774,16.2278663651845,0.0,0.0,3.585145902530303,3.666044885545525
gov,1,bible,25,gov,-14.418173979226015,39.596630684494315,0.0,0.0,2.264090093734334,2.3256166719270177
gov,10,bible,1,flores,3.2951605637620394,-2.5590416322265948,0.0,0.0,0.890565244928019,0.9636092231526789
gov,10,bible,1,bible,16.70611938705826,2.74274863832274,0.0,0.0,2.163946466334865,2.31933235219458
gov,10,bible,1,gov,2.3159464571755595,-0.17854750560784677,0.0,0.0,0.962039261452067,1.0366426114627878
gov,10,bible,10,flores,2.877635811989086,0.748763992350211,0.0,0.0,1.2602310665353895,1.3773538134636638
gov,10,bible,10,bible,22.55084008531372,9.43321796630894,0.0,0.0,3.4475375490027007,3.5621585026377485
gov,10,bible,10,gov,-10.43481690420911,30.06255557795877,0.0,0.0,1.534227840434846,1.7384694501167377
gov,10,bible,25,flores,1.5849849399877738,3.8614032223895824,0.0,0.0,1.4313804861481825,1.546415793210333
gov,10,bible,25,bible,26.14810314532683,10.331551556816333,0.0,0.0,3.4829622791281567,3.5155831219570524
