train set,train set size,test set,c0,c1,c2,c3,c4,c5,rmse,kfold rmse
gov,1,flores,-2.3050739528839053,2.8016555897026127,3.2256009636434455,-12.777285481143085,-32.77546715187476,-4.674978924259023,2.6719264945447427e-15,2.4884851026246755e-15
gov,1,bible,-3.6808622981066605,2.96320517917714,0.4774500532647925,-3.8518536976852724,-4.077335551156886,-5.431426259450448,5.848462687947774e-16,4.0564942308407814e-16
gov,1,gov,39.770837950310884,-9.101614361367364,17.35775862238439,-2.123376449109617,-73.54292934964366,18.863691455281273,2.0046285706328823e-12,3.552713678800501e-15
gov,10,flores,-21.25328904712698,9.88378253113571,-7.309077730669944,-16.450019171065517,-12.69984052944408,-27.739380481872292,1.9831812922530038e-13,2.777633701494628e-13
gov,10,bible,-7.073805513208341,2.277857237223392,0.013352069757281435,-8.04898417500073,-8.272652956002617,-7.308994160165825,8.840052795286716e-16,8.14331749627517e-16
gov,10,gov,48.750126691278595,-21.908552167524743,3.2662622756282347,36.15778661390511,-42.24934542219602,16.203964432239843,1.1125792420002156e-12,1.6523510526751723e-12
gov,25,flores,-23.172340354238717,12.833342919783517,-8.382227421729992,-17.851403767098073,-12.69684472988565,-32.94475325695718,1.3526641829650267e-12,7.661993542305674e-13
gov,25,bible,-6.62104085742089,2.2737340282464857,0.9091113815826627,-9.350546081294812,-10.274142642055677,-7.422697254310473,9.371755493771934e-15,1.9735756178897087e-15
gov,25,gov,50.33102825341871,-26.95325216668444,1.2297637336126372,46.5178975643996,-44.59107510415769,15.401470698309055,3.1776437161565094e-15,3.1776437161565094e-15
gov,50,flores,-2.7185062616533364,-11.163498848938152,-10.035286021607407,-14.894934287291171,8.380813432454804,4.860395963812541,1.8056035968886962e-13,2.7007544599076463e-09
gov,50,bible,-0.21204660872198214,-1.247943192832617,-2.0655755631655524,-5.170569267631638,2.703570215638074,2.167606392445562,4.053961296325412e-16,5.120014371721188e-10
gov,50,gov,29.34457399947087,-1.6085716867191715,-7.768121716363709,51.29843065560045,-12.975027220518596,-25.679422638483633,4.1023203976182695e-15,2.9108533861611343e-09
bible,1,flores,-0.3242864238063053,0.579829529446146,1.2943030178169372,-3.486134284191495,-7.093185001672238,-1.1580523856459883,9.507381976999465e-16,0.043122918715139916
bible,1,bible,40.02040308472829,-8.323988266241718,7.5569982207205255,7.694439709505937,-66.17507138421077,24.62801276791224,6.537234517369023e-13,4.112457074093064
bible,1,gov,-0.7972026093087434,0.8601213575336395,0.4656664268352065,-2.6494945717134373,-4.774738300249958,-1.1419795543639961,1.1422703031807864e-11,0.16681606107470126
bible,10,flores,-3.095202973786478,3.1417050510779267,-0.015026286999913655,-3.5702183515136277,-4.226524075517649,-6.147433602151865,1.1957467920563633e-15,0.44652419935816023
bible,10,bible,49.30593990856459,-17.21491625581163,2.871138671869439,23.886484973718463,-55.99428000014129,26.7261346668655,1.1614249746398765e-12,0.011572451577290085
bible,10,gov,-2.2078579176966078,1.8218764697423666,0.5062534538662106,-4.327566257347696,-6.438376160656018,-3.2404271899957884,1.4379852738503886e-14,0.060466252770390624
bible,25,flores,-3.2312713709423533,2.954202283253308,0.08871237129933911,-3.953658962239339,-2.9794279539939432,-6.511784436536639,1.976072235735326e-15,4.084655205206971e-15
bible,25,bible,54.528373012920554,-24.79100087390795,4.337247852721149,25.00822428719633,-57.24623028317667,31.900181626900462,3.552713678800501e-15,4.5944964693212636e-12
bible,25,gov,-3.4574042797057634,2.9972855466301356,0.08531010383364589,-3.961230040819934,-4.8759084093336105,-5.476482268095359,9.005818220352623e-16,4.2421562206446774e-16
