train set,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,flores,10.903086171214614,-0.16011641426179402,-1.061346338580564e-08,5.2013370803503305,5.202826075611257
gov,bible,1.7999961262119593,-8.643844323906717e-09,-7.809625629198131e-05,1.319300470040322,1.3244016954531008
gov,gov,32.698070419790064,4.093255448507831e-09,0.0006070685615214785,9.76752756121283,9.814853985834215
bible,flores,1.956648533839471,-2.426769327692851e-08,2.0163290481632575e-08,0.9908535222673517,0.9957153878709366
bible,bible,22.373573880899805,8.048510590913558,5.083369882034647e-08,7.0709424486359005,7.107377123680271
bible,gov,1.098970682343914,-2.880753377670554e-09,-0.00862850178267124,0.7384265144266591,0.7424454890576984
