train set,c0,c1,c2,rmse,kfold rmse
gov,2.3006441363617145,2.400549913137499,1.0196944125182474,14.525240987827326,14.532174451931827
bible,1.9582539680139397,2.6895882809545055,1.5040393064291618e-08,12.044299513227699,12.035738817489017
