train set,train set size,test set,c0,c1,c2,rmse,kfold rmse
gov,1,flores,4.0234034095810935,1.0493303008447794,0.0,2.2184868994106295,2.2560733752981323
gov,1,bible,-0.5887588017507835,2.563742595722423,0.0,0.7694097846263384,0.7830009696153041
gov,1,gov,3.167705177385652,29.067405656187937,0.0,3.0308352345458633,3.0545994776207572
gov,10,flores,18.945873323146653,-12.931724179293381,0.0,3.297929306293339,3.3739066806866003
gov,10,bible,2.785212682290124,-1.3561882449038956,0.0,1.252139960168355,1.271398441094712
gov,10,gov,22.699277210634403,21.948876446567535,0.0,3.3684506948373776,3.387877530352051
gov,25,flores,21.252336497951276,-12.688702208044363,0.0,3.771910794411628,3.8604598062008835
gov,25,bible,2.4567584317246696,0.07869432533249456,0.0,1.418437312781729,1.4380713124215136
gov,25,gov,25.185327161037783,24.37647211010974,0.0,4.056869039466869,4.085834880134178
gov,50,flores,38.01140226276192,-43.22948701273219,0.0,0.8597132056424102,0.9102788001465506
gov,50,bible,7.901792199226707,-10.412093222782806,0.0,0.3565515860284092,0.3775310799303205
gov,50,gov,24.983804840808133,31.4979856226258,0.0,4.761333019750729,5.041410162860546
bible,1,flores,-0.3192850877790606,2.8242191297718766,0.0,0.5612636142436178,0.6095684466034622
bible,1,bible,14.760995220273145,3.8090884408401764,0.0,2.791078240594526,2.8082687138291487
bible,1,gov,0.20492346482067786,0.9409765879261777,0.0,0.40085922582291866,0.4382318039413304
bible,10,flores,0.01788386500675861,4.47944658691207,0.0,0.8804239516928443,0.9866101621124155
bible,10,bible,28.343393531512227,-2.0361215490381177,0.0,3.4079135519204353,3.408315269426519
bible,10,gov,0.22304951831970923,2.244282595064989,0.0,0.7259440631044354,0.7992101546023748
bible,25,flores,1.4182345406155668,2.1870509854313283,0.0,0.833181065752889,0.8481349165856231
bible,25,bible,30.29104302397208,2.6732956089430706,0.0,3.7327605601052873,3.734552061217208
bible,25,gov,0.7314847201392299,1.3621965500643751,0.0,0.7867451020837685,0.8021415199801029
