,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.5],0.35655158591999575,[-0.5],2.0610588662945037,[0.0],4.761333019750729
kfold,[1.0],0.377523232549423,[-0.5],2.1083548191353083,[-0.5],5.041391409886416
