model,pareto,rawlsian,gov-flores,gov-bible,gov-gov,bible-flores,bible-bible,bible-gov
linear,False,False,5.176212376067001,1.3237792845901957,9.756197376028071,0.994983855429514,7.103269677762171,0.7437738425887785
poly2,False,False,4.926324154455519,1.3285789364045504,9.677816125672624,0.9973518367298296,6.998404425422946,0.7460512405089912
poly3,False,False,4.858687587578976,1.323337239153357,9.64816116454874,0.9960341984871256,6.975551083957322,0.744529979761368
exp,False,False,5.120363615008139,1.3241585142829355,9.71378938172694,0.9973759106019238,7.053038533210135,0.742332498245742
log,False,False,4.903059255195629,1.3243951271023278,9.666607965565058,0.9957326187702408,6.984918693670418,0.7430634682375274
power,True,True,4.815561961336764,1.2732275772700086,9.621124149298224,0.9875296968526598,6.930671870498569,0.7422244595424579
hmult,True,False,4.819506771556135,1.32463800260845,9.629849230431391,0.9961291692079388,6.950934284851449,0.7420540326337733
