train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,4.751560547952764,-4.428067206467456e-09,-2.2448490705823674,8.780391313556356,9.04352207961839
1,gov,5.443679351812081,-8.186971956372286e-09,-2.593226305472898,9.964173769076544,9.745460819346233
10,flores,3.635067291777176,-5.1331596478387855e-05,-8.587514876777956e-09,6.390176393443596,5.97024063801801
10,bible,9.524720604548845,-7.189282594054339e-09,-3.8166091285668444,13.327202231024557,13.6457865972448
10,gov,12.012320636442045,-3.1404044055794195e-09,-4.758841136430306,17.147966246474713,16.970238986458178
25,flores,4.422265554182528,-8.846994529549836e-09,-2.120732584752698,6.919638556420699,6.704559515836611
25,bible,13.786608540588922,0.006163812768854534,-8.279866185815445e-09,15.27192795374408,15.46884475120442
25,gov,13.6017038112507,-8.857835894622677e-09,-5.321790792467803,19.008690537089848,18.88477588292935
50,flores,9.542254252580445,-9.793188171133401e-09,-3.0195093685624825,4.1599975150589605,3.608403956834721
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.89623984120417,-7.832524608034619e-09,-0.00462719799985843,5.865715885214743,5.927356088040714
