language to,c0,"c1,1","c1,2","c1,3",c2,rmse,kfold rmse
ka,-1.4082712584865038,-1.2085282506794348,0.23332616666739958,-0.007042646078517003,-1.4042329551562491,6.096096242094144,6.212686099012362
gu,0.3705412987173353,0.3306568590695554,0.04606110148071281,-0.0018833129533921116,-1.3742520582507858,8.241035082656587,8.343273979938854
hi,0.17841810558237897,0.4835009757401569,-0.019072198960678417,0.00027660284627106205,-1.4751935228650916,6.510399239188433,6.779752841938439
si,0.046235058275732675,-0.05321636109749558,0.005879138045409858,-7.979422473202322e-05,-1.6626083638705276,3.0008027826532886,3.066753735300539
ta,0.00024863629245093456,-0.11737070376290892,0.007391244194073553,-6.345230351917178e-05,-1.4912008149477076,3.8599711055886496,4.120751172571833
