train set,train set size,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,1,-3.1952226704860966e-09,0.15929922473313735,-3.6740586353660416,0.6140232122068358,0.09880297099540973,-3.4373058609032503,0.17520045059486392,8.082796589734109,8.40169356674337
gov,10,1.212041215160345e-07,-0.06738757702676253,-4.524810028181136,0.12220484279109575,1.1572840866667753,-1.0182917417036732,0.05740914988210735,13.962466639994197,14.60735772517198
gov,25,3.053096171966514,-2.5170264234601566e-09,-4.272892719282995,0.05539930868763688,1.1804388700133366,-1.4424095173091989,-0.035169399848733074,15.325514431719492,16.037578972087665
gov,50,-5.251552854043026e-05,5.391553494624878e-05,-4.910460044823582e-08,-0.36233153501751775,0.4685772803416212,-6.500471690516409e-05,-3.101703055540724,17.182071944228568,17.86676098261964
bible,1,1.7224959108379977e-08,0.03072256667233525,-2.7659629097664937,-0.025153032667067584,0.8461031132262727,-2.1286784541615322,-0.014847138201897779,7.776976045789646,7.923451907779215
bible,10,3.2259991100548295,7.364488790604872e-08,-3.142216198086971,-0.2265611461785169,1.5960996659073288,-1.7524503755695193,0.011777699976845149,12.344771531853787,12.67672642087245
bible,25,-9.414464854287266e-05,8.554613210612044e-08,-5.829925777478579,0.330897899447179,1.5410315507642818,-1.419256106024221,1.001268229116423,14.15732710768953,14.560982730212924
