train set,c0,c1,c2,rmse,kfold rmse
gov,11.42687616604714,1.745369587186204,-2.909848896104282e-10,14.637731470895439,14.803841472851635
bible,3.7640098604412513,3.291539348501609,-2.6050842819421836e-09,12.326654451182284,12.132019626531655
