model,pareto,rawlsian,gov,bible
linear,False,False,14.029788050564642,11.826434660715128
poly2,False,False,13.868620953597963,11.826680095797231
poly3,False,False,13.881476245721023,11.82712577881587
exp,False,False,14.084400425473644,11.836979714432609
log,True,True,13.78021480574419,11.788118351904073
power,False,False,13.809457908224186,11.789243580715786
hmult,False,False,14.403216502427444,11.984253904958583
scaling,False,False,13.790408049507784,11.789243642349971
