train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,0.2599174951100335,1.3044901169439225,-0.018677277689372832,14.501463122653288,14.430409367366419
bible,-1.6577728627293055e-09,1.3284111924912532,-0.0338487130898701,12.12295615546723,12.099872578321683
