,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,False,False,3.9646463177582536,0.3420218210434286,3.0829724437866592,4.140316576447226,4.879018931897811,5.5598976087921805
poly2,True,False,3.232071227864256,2.1906400526089374e-15,1.9997237018947405,3.191222796823831,4.533816386524605,5.059638213506016
poly3,True,True,2.590283556648118,7.713187404401501e-15,1.1524916082776069,2.5752949009699457,3.6672668782416893,4.987129883534254
exp,False,False,4.042974838446468,0.7399189927875897,2.5424555327293907,3.928647892305399,5.22643450571316,6.568038946529888
log,False,False,3.875623389630044,0.2938080624291838,2.3092043061087075,3.7047352816071126,5.037964189534648,6.861166473554273
power,False,False,5.1116953209636975,0.9856312568751562,3.3705779106980556,5.3454716877639745,6.519345567297295,8.69388426597744
mult,False,False,5.1116953209636975,0.9856312568751562,3.3705779106980556,5.3454716877639745,6.519345567297295,8.69388426597744
hybrid_mult,False,False,5.569602094326948,0.8085362323431421,3.718414874934045,5.640748850722524,7.375644231796316,9.85190894190198
am,False,False,3.9646463177582536,0.3420218210434286,3.0829724437866592,4.140316576447226,4.879018931897811,5.5598976087921805
gm,False,False,3.964646317804436,0.3420218212480208,3.08297244727718,4.140316572866196,4.879018930944526,5.559897608943324
hm,False,False,3.96464631701339,0.3420218210434286,3.0829724445121474,4.140316574621178,4.879018931495015,5.559897608856079
