,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,True,False,6.600051644669397,0.0,0.42369593648900844,7.37985854897015,14.890086271232505,17.22472269981929
poly2,True,False,6.479648018494429,0.0,0.30840296801871475,7.12833461955891,14.827959803669875,17.19086015675597
poly3,True,True,6.47809097501704,1.2397435206548188e-14,0.3084029680191551,7.128334616280605,14.82350619111525,17.190860156755807
exp,False,False,6.719353907084624,2.866583523299505e-16,0.4426515926238797,7.311833115742392,14.885281333798044,39.78781819784265
log,True,False,6.611288550674293,0.0,0.4215154491287987,7.29565905102572,14.890629805066798,17.22678367607381
power,False,False,6.706745490420823,1.8129866073473576e-16,0.7297627909115132,7.204393707538613,14.91589130519903,17.22681730530913
mult,True,False,6.540883715564666,0.0,0.3721957512360956,7.2043936882870865,14.887337941386708,17.22681730530913
hybrid_mult,True,False,6.608001043850268,0.0,0.3993734813007398,7.128334623472602,14.877587756053392,17.22714482928872
am,False,False,6.925429803161777,0.0430331482911922,0.766392997221375,7.375739550440185,14.973360006090063,17.229137884060023
gm,False,False,6.925247299464944,0.0430331482911922,0.7665867857808087,7.378414481156165,14.97051347225618,17.228504086043248
hm,False,False,6.929583001573477,0.0430331482911922,0.7628706918783047,7.383273077231501,14.966793360566177,17.228407333746798
