,expr,splits,vars,model,trial,mean,min,25%,50%,75%,max
22,1C,,fea,linear,fea:linear,2.01966972482515,0.0577350269189595,0.818840643810722,1.482565344201762,3.4063176596894373,5.02294734194703
23,1C,,fea,poly2,fea:poly2,2.0196697245724162,0.057735025005101,0.8188406438372258,1.4825653442600002,3.406317659878485,5.022947345671191
24,1C,,fea,poly3,fea:poly3,2.0196697241907895,0.0577350324194529,0.818840643837335,1.4825653442597315,3.406317659878348,5.0229473372183016
25,1C,,fea,exp,fea:exp,2.019669723942337,0.0577350269189627,0.8188406438373856,1.4825653442596929,3.406317659449688,5.022947341949746
26,1C,,fea,log,fea:log,2.019669724835881,0.0577350269189626,0.8188406438371313,1.4825653442519262,3.406317659862577,5.02294734194975
27,1C,,fea,power,fea:power,2.0196697246432156,0.0577350269189625,0.818840643837371,1.482565344259449,3.4063176544528555,5.022947341949746
28,1C,,fea,mult,fea:mult,2.0196697246432156,0.0577350269189625,0.818840643837371,1.482565344259449,3.4063176544528555,5.022947341949746
29,1C,,fea,hybrid_mult,fea:hybrid_mult,2.184178971667932,0.0577350269189625,0.7983257415435633,1.4562922825691422,3.708316742731357,5.355523655089593
30,1C,,fea,am,fea:am,2.01966972482515,0.0577350269189595,0.818840643810722,1.482565344201762,3.4063176596894373,5.02294734194703
31,1C,,fea,gm,fea:gm,2.01966972482515,0.0577350269189595,0.818840643810722,1.482565344201762,3.4063176596894373,5.02294734194703
32,1C,,fea,hm,fea:hm,2.01966972482515,0.0577350269189595,0.818840643810722,1.482565344201762,3.4063176596894373,5.02294734194703
33,1C,,inv,linear,inv:linear,1.9109571594524433,0.1399181108366907,0.6343872889021415,1.0223161597034105,3.54255105209421,5.576601802045592
34,1C,,inv,poly2,inv:poly2,1.904946099985022,0.1398815566744096,0.6115475174403158,1.0128118133393995,3.5734736009554644,5.587253345400761
35,1C,,inv,poly3,inv:poly3,1.9050896242284647,0.1479800703699047,0.5998674665320938,1.0094191455268489,3.6121957201767607,5.594184501199709
36,1C,,inv,exp,inv:exp,2.091367923123521,0.3194404432747003,0.6885575407751983,1.6217859510093444,3.615655604321324,5.670785030694287
37,1C,,inv,log,inv:log,1.9088998153726133,0.1371808843200272,0.635427836602348,1.0231972546351902,3.528997163278084,5.558161539068009
38,1C,,inv,power,inv:power,1.917525785631465,0.107568519690765,0.6499076659275971,1.0433496437156755,3.6017331660558622,5.3495651504277495
39,1C,,inv,mult,inv:mult,1.917525785631465,0.107568519690765,0.6499076659275971,1.0433496437156755,3.6017331660558622,5.3495651504277495
40,1C,,inv,hybrid_mult,inv:hybrid_mult,1.9086791943905832,0.1290786447336662,0.6382850629783574,1.0264070404807888,3.57493643660578,5.381589422860582
41,1C,,inv,am,inv:am,1.9109571594524433,0.1399181108366907,0.6343872889021415,1.0223161597034105,3.54255105209421,5.576601802045592
42,1C,,inv,gm,inv:gm,1.9109571594524433,0.1399181108366907,0.6343872889021415,1.0223161597034105,3.54255105209421,5.576601802045592
43,1C,,inv,hm,inv:hm,1.9109571428184156,0.1399181108366805,0.6343872973423444,1.0223161469230173,3.542550838459916,5.576601802045592
44,1C,,pho,linear,pho:linear,3.57922630645265,0.451920321873499,0.986493682083996,2.641589636219714,3.724358478731879,21.84398030103728
45,1C,,pho,poly2,pho:poly2,3.302326991018962,0.4540317702626817,0.9672179653513224,1.6457086016481928,2.960666041797773,24.065295200099584
46,1C,,pho,poly3,pho:poly3,3.399492233697843,0.4443303829831718,0.962311904702116,1.6397130886238305,2.9328943542402595,25.45032151495029
47,1C,,pho,exp,pho:exp,3.8388108387133855,0.4640372213213868,0.985069379582204,2.690726249924795,3.7232237208759256,32.91273169112425
48,1C,,pho,log,pho:log,3.2637347944089483,0.4471240485839737,0.9749926642196796,2.616124690704992,3.703925835817698,18.053892764595776
49,1C,,pho,power,pho:power,3.411974207423558,0.4617353138581746,0.9812992358872408,2.6772047272803734,3.6967623887737857,24.879905548274465
50,1C,,pho,mult,pho:mult,3.411974207423558,0.4617353138581746,0.9812992358872408,2.6772047272803734,3.6967623887737857,24.879905548274465
51,1C,,pho,hybrid_mult,pho:hybrid_mult,2.357150504952404,0.3966658316656934,0.817174047333801,2.2664965047074306,3.691376443795906,5.392962686032174
52,1C,,pho,am,pho:am,3.57922630645265,0.451920321873499,0.986493682083996,2.641589636219714,3.724358478731879,21.84398030103728
53,1C,,pho,gm,pho:gm,3.57922630645265,0.451920321873499,0.986493682083996,2.641589636219714,3.724358478731879,21.84398030103728
54,1C,,pho,hm,pho:hm,3.579226305210981,0.4519203218734992,0.986493682083996,2.641589651514025,3.724358478731879,21.843980301037263
55,1C,,syn,linear,syn:linear,1.7136463523676393,0.346410161513775,0.7697038751295362,1.785293106698903,2.695420048407505,3.4595190396431064
56,1C,,syn,poly2,syn:poly2,1.3790120531567143,0.3645687293481469,0.7294163068274312,0.8247728897392147,2.1482386272044174,3.845513313113272
57,1C,,syn,poly3,syn:poly3,1.3979062584347723,0.3781171180876385,0.710390633835964,0.8554983162670283,2.0427400802508946,3.92212432579524
58,1C,,syn,exp,syn:exp,1.663834561257094,0.2469862273497096,0.7786950080129631,1.6340534845746864,2.633485103967098,3.489288599505927
59,1C,,syn,log,syn:log,1.7484229825168116,0.3117387845244347,0.7735017966478204,1.880231604278416,2.753840344809703,3.4717280689097603
60,1C,,syn,power,syn:power,1.701369503754145,0.2170942340461299,0.7814200807111285,1.6974479961867492,2.6982744935021814,3.505663795354512
61,1C,,syn,mult,syn:mult,1.701369503754145,0.2170942340461299,0.7814200807111285,1.6974479961867492,2.6982744935021814,3.505663795354512
62,1C,,syn,hybrid_mult,syn:hybrid_mult,2.133593589232219,0.2297738364834571,0.7783251783160324,1.4088858323290427,3.565491939677969,5.287651131262009
63,1C,,syn,am,syn:am,1.7136463523676393,0.346410161513775,0.7697038751295362,1.785293106698903,2.695420048407505,3.4595190396431064
64,1C,,syn,gm,syn:gm,1.7136463523676393,0.346410161513775,0.7697038751295362,1.785293106698903,2.695420048407505,3.4595190396431064
65,1C,,syn,hm,syn:hm,1.7136463523676393,0.346410161513775,0.7697038751295362,1.785293106698903,2.695420048407505,3.4595190396431064
66,1C,,gen,linear,gen:linear,2.1768912550712556,0.2633122354417533,0.6762642481555069,1.3104706533659316,3.569220269637669,5.853502396370522
67,1C,,gen,poly2,gen:poly2,2.2214127980026626,0.2633122354417533,0.6762642482890958,1.31047065336592,3.569220269651673,6.428229535756342
68,1C,,gen,poly3,gen:poly3,2.275989371783355,0.2633122354417533,0.6762642481572657,1.3104706533659276,3.5692202696574125,7.182031295515607
69,1C,,gen,exp,gen:exp,2.149892132023838,0.2694249917686388,0.6866132558062675,1.4332424635074257,3.517101079013818,5.6583238356160575
70,1C,,gen,log,gen:log,2.102161599030652,0.2633122354417533,0.676264248156552,1.3104706533659325,3.517101077647148,5.246165807971294
71,1C,,gen,power,gen:power,2.1464213028992356,0.2633122354417533,0.6762642481555067,1.3104706534477673,3.517101079045033,6.596648928532212
72,1C,,gen,mult,gen:mult,2.1464213028992356,0.2633122354417533,0.6762642481555067,1.3104706534477673,3.517101079045033,6.596648928532212
73,1C,,gen,hybrid_mult,gen:hybrid_mult,2.0893667659410156,0.2633122354417533,0.6762642481555071,1.3104706533659325,3.517101079014821,5.228160128481527
74,1C,,gen,am,gen:am,2.1768912550712556,0.2633122354417533,0.6762642481555069,1.3104706533659316,3.569220269637669,5.853502396370522
75,1C,,gen,gm,gen:gm,2.1768912550712556,0.2633122354417533,0.6762642481555069,1.3104706533659316,3.569220269637669,5.853502396370522
76,1C,,gen,hm,gen:hm,2.1768912654460655,0.2633122354417533,0.6762642481555069,1.3104706533659316,3.569220269637669,5.853502396369771
77,1C,,geo,linear,geo:linear,2.0258236088171167,0.2674987019740358,0.3672722272223818,1.5798734126505838,3.3517491287216683,5.391660226683421
78,1C,,geo,poly2,geo:poly2,2.025820917620965,0.2674987019699195,0.3672722272728903,1.5798734126505207,3.351749128771742,5.391618462710519
79,1C,,geo,poly3,geo:poly3,2.025825270627636,0.2674987019698615,0.3672722272319139,1.579873412650516,3.351749128771752,5.391650071224198
80,1C,,geo,exp,geo:exp,2.025823608750262,0.2674987019698516,0.3672722272223817,1.579873412650518,3.3517491283060377,5.391660226686058
81,1C,,geo,log,geo:log,2.0258236088072654,0.267498701969851,0.3672722272339676,1.5798734126505198,3.3517491287615537,5.391660226665551
82,1C,,geo,power,geo:power,2.0258236087877455,0.2674987019698518,0.3672722274459929,1.579873413048515,3.3517491287717047,5.391660226686319
83,1C,,geo,mult,geo:mult,2.0258236087877455,0.2674987019698518,0.3672722274459929,1.579873413048515,3.3517491287717047,5.391660226686319
84,1C,,geo,hybrid_mult,geo:hybrid_mult,2.053582414937577,0.2674987019698517,0.3672722272732034,1.579873412691314,3.5685217847123285,5.391660226992465
85,1C,,geo,am,geo:am,2.0258236088171167,0.2674987019740358,0.3672722272223818,1.5798734126505838,3.3517491287216683,5.391660226683421
86,1C,,geo,gm,geo:gm,2.0258236088171167,0.2674987019740358,0.3672722272223818,1.5798734126505838,3.3517491287216683,5.391660226683421
87,1C,,geo,hm,geo:hm,2.0258236088171167,0.2674987019740358,0.3672722272223818,1.5798734126505838,3.3517491287216683,5.391660226683421
88,1C,,inv+pho,linear,inv+pho:linear,2.819497106613504,0.2751252730260572,0.5360073660155042,2.0701316004173287,3.598653033134146,17.849260511835105
89,1C,,inv+pho,poly2,inv+pho:poly2,4.201154474498243,0.8864802672862646,2.5524282730328918,3.184606461888845,3.893909947092393,20.63123435483787
90,1C,,inv+pho,poly3,inv+pho:poly3,5.90264149715633,1.9435569765318848,3.887787377837432,5.171493860213457,5.984403787671062,24.222712356500992
91,1C,,inv+pho,exp,inv+pho:exp,4.091368996570909,0.2888689882453094,0.5233427695532448,1.842337610754996,3.3078406744254725,45.14979383807056
92,1C,,inv+pho,log,inv+pho:log,2.87435611086748,0.2647287326137343,0.500797430557426,1.9439501484955573,3.204005256024156,19.712832387974707
93,1C,,inv+pho,power,inv+pho:power,2.6207103065752375,0.4617350930107322,0.9813008533627654,1.960529237286112,3.380940226912056,13.960965838985713
94,1C,,inv+pho,mult,inv+pho:mult,4.0816959845224945,0.1425387675281264,0.2982354568631983,1.5644581795963266,3.299716677563551,51.07045906566656
95,1C,,inv+pho,hybrid_mult,inv+pho:hybrid_mult,10.793317422880728,0.2522942264660215,0.415344049065152,1.733276563430062,3.534799635620203,190.5251947052216
96,1C,,inv+pho,am,inv+pho:am,3.2052246570333915,0.4598213654927482,1.0282903573627356,2.7065574972513198,3.720704324754727,16.824799171655492
97,1C,,inv+pho,gm,inv+pho:gm,3.165731544827917,0.4592827752453596,1.0276334722269131,2.7048681451815444,3.7202805006458752,16.346682024700552
98,1C,,inv+pho,hm,inv+pho:hm,3.1307320057486754,0.4586502208615569,1.026932210629054,2.703056809156878,3.72317303566678,15.924994902061032
99,1C,,inv+syn,linear,inv+syn:linear,2.572752315955634,0.3308089519537373,1.3047851403024449,2.170825524743214,3.5952892483208494,7.374665306476041
100,1C,,inv+syn,poly2,inv+syn:poly2,5.0362597177198305,0.4027203037510393,2.343619262180531,4.261180099561075,5.926111042769628,11.881070223423531
101,1C,,inv+syn,poly3,inv+syn:poly3,6.489809668477885,0.4608005232571161,3.782653997641815,4.397571888472348,7.720320995662748,21.3738551390276
102,1C,,inv+syn,exp,inv+syn:exp,2.4892500554065156,0.3192803813976465,0.6708466704178163,1.1694600871312957,3.3896866696582344,9.389561858828811
103,1C,,inv+syn,log,inv+syn:log,2.327814752906992,0.2811051165864096,1.0765251265402354,1.6658925616947826,3.491187148341343,6.839718754209977
104,1C,,inv+syn,power,inv+syn:power,1.4923105512300119,0.2012734523077581,0.6898870527257077,1.3955075707220872,2.2983207582525704,3.369350662832854
105,1C,,inv+syn,mult,inv+syn:mult,1.6834557221100805,0.2596668421610896,0.4851391333475011,1.2176776234324305,3.34190499417401,4.184912531697415
106,1C,,inv+syn,hybrid_mult,inv+syn:hybrid_mult,1.2720118543905803,0.2285738800725364,0.9001043307493397,1.1268679925116445,1.6332304454217577,3.3380342709780257
107,1C,,inv+syn,am,inv+syn:am,1.7170134808087654,0.2787605103189779,0.7563585891104794,1.763939794760402,2.7560300360943324,3.414654911166023
108,1C,,inv+syn,gm,inv+syn:gm,1.7287094602250561,0.2469306004867417,0.7526002715173294,1.65169747829485,2.7926537974750785,3.4273898298890626
109,1C,,inv+syn,hm,inv+syn:hm,1.7437096404293364,0.2081793925321704,0.7478603035213244,1.5150484882944557,2.7904801063751257,3.443716536877405
110,1C,,pho+syn,linear,pho+syn:linear,1.8017588504520454,0.1951353437078101,0.865303306148887,1.591130478267312,2.4758326107970623,4.369722714066355
111,1C,,pho+syn,poly2,pho+syn:poly2,1.505470942694918,0.1129521038417401,0.5605092493383684,0.8439112785194379,1.4391652563345965,5.11880495864369
112,1C,,pho+syn,poly3,pho+syn:poly3,1.4676508250567633,0.131608346620454,0.4795750405986641,0.7708537549087903,1.3114132816135111,6.4042681133777535
113,1C,,pho+syn,exp,pho+syn:exp,13.669732235441389,0.3063367567289985,0.8196290368545356,1.6187014189960407,3.242681505663655,246.6032919018249
114,1C,,pho+syn,log,pho+syn:log,2.0010190630859293,0.3958012688567693,0.8522140771325233,1.7125745011941895,2.640038255175917,4.997676504728635
115,1C,,pho+syn,power,pho+syn:power,1.8138103886105876,0.2431879962630785,0.7834033386378234,1.8110083333238984,2.375057026381163,4.834155313401512
116,1C,,pho+syn,mult,pho+syn:mult,1.6992005246531032,0.0816953964575493,0.7368277391283417,1.083902178405381,2.2607975367398256,4.834631561775433
117,1C,,pho+syn,hybrid_mult,pho+syn:hybrid_mult,2.154125075580738,0.0380313990348943,0.5863855407622127,1.007133691998792,1.8106034801189368,19.34280755918683
118,1C,,pho+syn,am,pho+syn:am,2.2959864836525115,0.412445271386904,0.8532932720901031,1.5218624240503833,3.5994204159263794,7.495826913926331
119,1C,,pho+syn,gm,pho+syn:gm,2.4981646111163505,0.425033439397948,0.903881314197763,1.688596216713086,3.614544296723617,9.351919732803635
120,1C,,pho+syn,hm,pho+syn:hm,2.7084283358442627,0.4359206952839023,0.9618806589269968,2.5659765397550838,3.617917465557329,11.502028143564372
121,1C,,gen+geo,linear,gen+geo:linear,1.8307288817378535,0.1897366596101027,0.2983286778035248,0.9456416920765996,2.942278029011044,5.751186566437139
122,1C,,gen+geo,poly2,gen+geo:poly2,1.8755908583111278,0.1897366596101198,0.2983289308910843,1.0125346132812143,2.942280815757941,6.2322501233649605
123,1C,,gen+geo,poly3,gen+geo:poly3,1.9171519387973117,0.1897366596101047,0.2983297686754196,1.0473986259097543,2.942278816612442,6.851876165076718
124,1C,,gen+geo,exp,gen+geo:exp,1.8443056537492717,0.1982026697113781,0.2983286787401572,1.0821225254674531,2.880016670420689,5.60280729541983
125,1C,,gen+geo,log,gen+geo:log,1.7848795344010082,0.1897366596101027,0.2983286778075381,0.9033271832508972,2.94227802901097,5.276593090364863
126,1C,,gen+geo,power,gen+geo:power,1.9107100494333242,0.1897366596101027,0.2983286778035255,0.9033271832508972,2.974696129926181,6.651745633158436
127,1C,,gen+geo,mult,gen+geo:mult,1.8585481689700696,0.1897366596101027,0.2983286778181382,0.9118639856185352,2.94227802901087,5.2325858500351305
128,1C,,gen+geo,hybrid_mult,gen+geo:hybrid_mult,1.7688070189625822,0.1897366596101027,0.2983286778035969,1.0312972474325832,2.942278029011257,5.253719820228865
129,1C,,gen+geo,am,gen+geo:am,1.9981026396782628,0.1913764032110659,0.4318586936250982,0.9356281320067664,3.549883736785585,5.568538766819738
130,1C,,gen+geo,gm,gen+geo:gm,1.9727106029128116,0.2033608255366874,0.3216620826743805,1.0907225077303675,3.586359755123937,5.49503442399494
131,1C,,gen+geo,hm,gen+geo:hm,1.9920470690124166,0.233228963088168,0.307423125538035,1.3375827863701872,3.502534125189112,5.44301520771474
132,1C,,inv+pho+syn,linear,inv+pho+syn:linear,5.528472606319954,0.2223970026750717,2.235261377182648,4.460266407425913,9.178728491862074,11.3868383587107
133,1C,,inv+pho+syn,poly2,inv+pho+syn:poly2,5.531126575094037,0.1189365627484431,1.6356791121133405,3.458630282820998,7.290500312078011,18.831502627843506
134,1C,,inv+pho+syn,poly3,inv+pho+syn:poly3,3.281440470944495,0.2646620982363286,1.6208734182835556,2.915221778508934,5.212619422218735,8.313639847198754
135,1C,,inv+pho+syn,exp,inv+pho+syn:exp,14.694453368414232,0.01736814092568,3.149158457730424,7.265266911610863,20.64466933418506,60.20887922050543
136,1C,,inv+pho+syn,log,inv+pho+syn:log,6.767080063922836,0.7989895324733978,1.7371479582427245,5.4162672234500935,10.839975206490216,19.487208866145814
137,1C,,inv+pho+syn,power,inv+pho+syn:power,1.8467233686939857,0.0941873062612549,0.7834227459526395,1.8438664941466227,2.3541269423896725,5.809485883015427
138,1C,,inv+pho+syn,mult,inv+pho+syn:mult,2.3886032181549313,0.3162852027405783,1.037196215078247,1.713664334731138,3.423982488188801,5.456439832638985
139,1C,,inv+pho+syn,hybrid_mult,inv+pho+syn:hybrid_mult,1.6089069691602775,0.0388259317183311,0.4029107667125254,0.5829387203420077,1.665399470049758,12.460440165154065
140,1C,,inv+pho+syn,am,inv+pho+syn:am,2.2726231358523514,0.3945924759151487,0.8576775241791625,1.5068577991973295,3.603881562324655,7.2923028356568995
141,1C,,inv+pho+syn,gm,inv+pho+syn:gm,2.441823010055871,0.4214298101662194,0.904363754394957,1.5546227626947828,3.629327891585609,8.732829133243872
142,1C,,inv+pho+syn,hm,inv+pho+syn:hm,2.5976284556635756,0.432389355931691,0.9295744683157944,2.1247032718736434,3.628961946935574,10.185079505923891
143,1C,,fea+gen+geo,linear,fea+gen+geo:linear,1.130552069580738,0.2236067977499726,0.3130495168519944,0.5391880117980338,1.4310835055996998,4.273532074506777
144,1C,,fea+gen+geo,poly2,fea+gen+geo:poly2,1.3063198184585365,0.2236068028226486,0.3130495168107152,0.6260990380652616,1.5457348007904592,4.634490258532353
145,1C,,fea+gen+geo,poly3,fea+gen+geo:poly3,1.2384289885175528,0.2236068167016244,0.3130495160168465,0.6260990336958776,1.4310835117092882,5.107554075008125
146,1C,,fea+gen+geo,exp,fea+gen+geo:exp,1.0779953567499947,0.1135362077229709,0.2655165000120864,0.9016403135079828,1.1243135438500116,3.224976914027865
147,1C,,fea+gen+geo,log,fea+gen+geo:log,1.0504591211673397,0.0470985203781493,0.3130495168499699,0.4472135954999595,1.4310835055995268,4.190616814091287
148,1C,,fea+gen+geo,power,fea+gen+geo:power,4.257466551528774,0.0275515444847856,0.268328157299975,0.3893491801522827,2.4466529429240107,68.24889936308097
149,1C,,fea+gen+geo,mult,fea+gen+geo:mult,1.7246606890561371,0.0359974001016102,0.1565247584249852,0.2385139175999776,0.9363794261195744,22.030547375647444
150,1C,,fea+gen+geo,hybrid_mult,fea+gen+geo:hybrid_mult,0.881962066338263,0.082350461705061,0.2598119399386288,0.4771605330526901,1.4758042108541831,3.3815242781091586
151,1C,,fea+gen+geo,am,fea+gen+geo:am,2.509433270507097,0.3209365028610791,0.7684396520807057,1.2889972659559603,3.9846593389856113,12.413030787827845
152,1C,,fea+gen+geo,gm,fea+gen+geo:gm,2.0293231885942284,0.219153207669152,0.4593113187807244,0.7227194174131637,3.898744992166112,9.502842172650787
153,1C,,fea+gen+geo,hm,fea+gen+geo:hm,1.7688016434328588,0.1901808131255502,0.3335888242826305,0.8229828066699678,3.53640939837422,7.698210490343023
154,1C,,fea+inv+pho+syn,linear,fea+inv+pho+syn:linear,1.582226231500332,0.2011177909399642,0.5021373687612755,0.7675617604625845,2.5819239569443675,4.990142009332117
155,1C,,fea+inv+pho+syn,poly2,fea+inv+pho+syn:poly2,1.705890469082367,0.0370294111870654,0.5526789532995439,0.8203436931757447,2.339220115221955,4.884985024849924
156,1C,,fea+inv+pho+syn,poly3,fea+inv+pho+syn:poly3,1.5058826092587938,0.0092679613267679,0.4174788257806398,0.7839860697127633,1.700432081129568,5.644041547232988
157,1C,,fea+inv+pho+syn,exp,fea+inv+pho+syn:exp,1.6580087878629695,0.1462970408685897,0.3650424287639104,0.8750614294734905,3.060620057100167,4.949399709635939
158,1C,,fea+inv+pho+syn,log,fea+inv+pho+syn:log,1.6383077799452639,0.305248423867921,0.6622883081980708,1.1427919412061545,2.186233668671124,6.045496233380873
159,1C,,fea+inv+pho+syn,power,fea+inv+pho+syn:power,1.6994421773040571,0.0935190554185709,0.7675819761796678,1.2809625395268855,2.2443781548149007,5.669771006962749
160,1C,,fea+inv+pho+syn,mult,fea+inv+pho+syn:mult,1.2098292989226624,0.0615813949450373,0.4366088203412042,0.7796456691175881,1.8259641856325384,3.5723380971487755
161,1C,,fea+inv+pho+syn,hybrid_mult,fea+inv+pho+syn:hybrid_mult,2.2360559556981427,0.0080673850328894,0.41313212522027,0.7846224469977169,3.1567456575324773,14.241744942421182
162,1C,,fea+inv+pho+syn,am,fea+inv+pho+syn:am,2.1971119368615892,0.305543548195814,0.8468391304423506,1.500608956544495,3.567389620691689,6.709669847794008
163,1C,,fea+inv+pho+syn,gm,fea+inv+pho+syn:gm,2.3244716261341614,0.4164950051361077,0.8609112555283939,1.5325193301323707,3.6051721470722287,7.752506689062835
164,1C,,fea+inv+pho+syn,hm,fea+inv+pho+syn:hm,2.448298881799168,0.4244335591127978,0.903425576913928,1.5632203262742126,3.621687357572567,8.845849168927495
165,1C,,inv+pho+syn+gen+geo,linear,inv+pho+syn+gen+geo:linear,1.793982840411562,0.1787638647121781,0.6358459085825762,1.163590271854401,2.3464743457045865,7.17689573946619
166,1C,,inv+pho+syn+gen+geo,poly2,inv+pho+syn+gen+geo:poly2,1.2494452217970948,0.064759191089403,0.3002851278466261,0.5763258639966621,1.3037324597350932,6.296121158932484
167,1C,,inv+pho+syn+gen+geo,poly3,inv+pho+syn+gen+geo:poly3,2.042142319200688,0.2101652115058405,0.7896800566645968,1.4086192767408925,2.7144545817138046,6.997092631167612
168,1C,,inv+pho+syn+gen+geo,exp,inv+pho+syn+gen+geo:exp,1.736393885679212,0.3241082046572667,0.5902543987190074,1.0148553380724925,1.8714864051467504,7.223348967983308
169,1C,,inv+pho+syn+gen+geo,log,inv+pho+syn+gen+geo:log,2.7102313093417045,0.1502757280509787,0.6855139696191896,1.503066399049021,4.472132400010041,10.185204683272124
170,1C,,inv+pho+syn+gen+geo,power,inv+pho+syn+gen+geo:power,1.7860886135091374,0.0336868023522782,0.0635347198505373,0.5417404620444077,2.402308680574347,17.084445859812863
171,1C,,inv+pho+syn+gen+geo,mult,inv+pho+syn+gen+geo:mult,2.3982823471148653,0.0032811777759978,0.2640495736281528,0.9853900963682573,2.270829511986455,25.643783667995187
172,1C,,inv+pho+syn+gen+geo,hybrid_mult,inv+pho+syn+gen+geo:hybrid_mult,2.5671420414206287,0.0615361049900251,0.3029191463055957,0.7166177094614263,4.848203834015023,8.834753972684313
173,1C,,inv+pho+syn+gen+geo,am,inv+pho+syn+gen+geo:am,2.487554000244007,0.3217339708250622,0.7809094709550284,1.9466974831006525,3.7621347959715328,9.845008727552996
174,1C,,inv+pho+syn+gen+geo,gm,inv+pho+syn+gen+geo:gm,2.6448880996444823,0.3301961649474659,0.8134242310408414,2.033578726679884,3.981770703662865,10.205490398907584
175,1C,,inv+pho+syn+gen+geo,hm,inv+pho+syn+gen+geo:hm,2.846913852686276,0.3222820059916497,0.7511421381045658,1.966769253200715,4.2155393089158775,10.69904348291585
176,1C,,fea+inv+pho+syn+gen+geo,linear,fea+inv+pho+syn+gen+geo:linear,1.5713983270014087,0.0415149428202404,0.4139208722931236,0.6697348498263811,2.5724176445702347,6.452135479887216
177,1C,,fea+inv+pho+syn+gen+geo,poly2,fea+inv+pho+syn+gen+geo:poly2,1.5954575961201478,0.0134341797819729,0.5546318491132819,0.7244671763567959,1.303308491971211,6.785389202032538
178,1C,,fea+inv+pho+syn+gen+geo,poly3,fea+inv+pho+syn+gen+geo:poly3,1.5287397740591162,0.1103750720584409,0.5079409376061773,0.7945892434886038,1.8738710120992208,5.8286193901256205
179,1C,,fea+inv+pho+syn+gen+geo,exp,fea+inv+pho+syn+gen+geo:exp,2.0823800392173757,0.0469226963169012,0.5852227190669392,0.8248305413678253,1.4313440643898758,11.381587772768704
180,1C,,fea+inv+pho+syn+gen+geo,log,fea+inv+pho+syn+gen+geo:log,2.2197257084919606,0.0058900958032278,0.2728339615698901,2.0505270018481467,3.5614786048724367,6.234718962204359
