,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,False,False,12.39918886243369,2.778366816759609,9.827094395027856,13.449047105307196,15.413383293716464,18.48614927320611
poly2,False,False,12.389852535152153,2.723093560637212,9.838015166138533,13.4261992581799,15.423372343785246,18.444383497606943
poly3,False,False,12.429601897395171,2.695274737142971,9.8433479722538,13.478040199338166,15.450651988931089,19.996076048549423
exp,True,False,12.182518591452313,3.0175943069265045,9.526164248929245,13.015795599023804,15.166782293344523,18.53773123582471
log,False,False,12.026312138778458,2.966431338075209,9.78800746346548,13.425877193270102,15.429372627160092,18.86543774114168
power,True,False,11.802383687860658,2.630162847938684,9.396838424361661,12.990337877724768,15.322897189702374,18.262261708662678
mult,True,False,11.824013104991447,2.630162847938684,9.370711987817897,13.04347088906126,15.387055880139497,18.262261708662678
hybrid_mult,True,False,11.919752624076427,2.590649701845152,9.374746518894852,13.072491429510473,15.513339558010932,18.46464827068767
am,True,False,12.3357438348794,6.232715657885638,9.82609197448792,13.419253848380604,15.378112880791335,17.33562949307266
gm,True,False,12.342248107464577,6.225119438070539,9.84259958292255,13.424912543506842,15.382228186879829,17.33630279512351
hm,False,False,12.344254530156872,6.232889987809284,9.826999611307437,13.421109234805591,15.384309975129945,17.3398302004821
scaling,True,False,11.982837825949028,2.6301629481636084,7.998283362551268,13.375814277151315,14.513830475096775,18.262257695849847
anthony,True,False,,,,,,
diff,False,False,12.390789453181862,6.231428188341313,9.883344260968506,13.458894201964043,15.48448117415387,17.444552909756066
