train set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,12.652362178224468,-7.977033637907583e-10,-3.629246181011417e-05,-0.00021441406719247843,8.301890063050324e-06,5.875107153264347e-06,7.364507195986168e-05,14.69314563685004,14.8060556803257
bible,6.991222917146851,-3.889545007490763e-09,4.336150019770139e-06,6.650088518520073e-06,2.7734656485575752e-06,1.5647230883576198e-06,8.835112435900889e-07,12.285455893836785,12.399028078405232
