c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
23.48849651952103,36.731345796059,-66.48841294881403,39.628110567529006,-68.28793079980649,10.900554085202803,4.946817962203516,9.724498751194444,3.936770484736948,2.6748305039420055,-2.09407151806531,5.969701058886249,-1.3328495909338094,2.579388479065338,-16.236518408481462,8.959072163785361,3.4547380111030983,4.415997730401716,4.47514603745993
