c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
10.483878802400147,-3.0234561144021316e-09,1.0597026979420002e-05,-0.024594346997099337,-0.10172210508469616,13.87363238725194,13.991665433080643
