,mean,min,25%,50%,75%,max,pareto,rawlsian
linear,1.8086751676910129,0.0372347883784525,0.9091114496205691,1.6702552717774868,2.272262383807426,5.718734104351362,False,False
poly2,1.3145427080385406,0.0001812172804516,0.48073126111156594,0.837810579851451,1.5223270544625058,4.758437518358114,True,False
poly3,1.4059488626641352,0.0636385115131226,0.5759824684874165,0.9101868580290081,1.7642836743391221,4.74905717548348,True,False
exp,6.91997890769023,0.2003139062104865,1.2363312590935578,1.8245445974738024,2.7737650794136037,103.94664315918054,False,False
log,1.6517281844977052,0.098286771292991,0.8502223067538126,1.5782995508795772,2.172154211544284,4.028273570447892,True,True
power,1.8168204314014165,0.0148498143712267,0.8785002606843612,1.79750513341643,2.2836821990480427,5.701232931249496,False,False
mult,2.585922199963939,0.1861265656222682,0.9465690718221178,1.7307917238057806,2.482201859874047,17.238231881924456,False,False
hybrid_mult,2.2301186521846112,0.1495830494088914,0.7492180523307943,1.5231477056690874,1.8950007367460213,17.918291568318093,False,False
am,2.4030004968169916,0.1740974333726976,0.9789744146320366,2.124601633902525,3.5395165187986732,7.977472628177415,False,False
gm,2.609950281957405,0.3481061315405451,1.042954742816657,2.2195537679625708,3.65084944638481,9.93507056337983,False,False
hm,2.8293619330880326,0.3242611771757695,1.0578208621090706,2.402046308737982,3.7066281613809235,12.20276299594851,False,False
