train set 1,train set 2,train set 2 size,test set,language to,c0,c1,rmse,kfold rmse
cc_align,gov,1,flores,ka,4.800000000000001,0.023999999999999983,0.0,11.068140203171593
cc_align,gov,1,flores,gu,10.133333333333333,0.010666666666666666,1.2560739669470201e-15,23.89853682352477
cc_align,gov,1,flores,hi,8.833333333333334,0.01866666666666664,0.0,21.933003669303773
cc_align,gov,1,flores,si,5.966666666666667,0.01333333333333333,6.280369834735101e-16,13.49022505826827
cc_align,gov,1,flores,ta,3.9666666666666677,0.017333333333333315,0.0,8.650227689899818
cc_align,gov,1,bible,ka,0.4999999999998179,0.00400000000000214,9.369667344072277e-14,1.1207338297488403
cc_align,gov,1,bible,gu,2.5333333333333337,0.0026666666666666635,3.1401849173675503e-16,5.678716479471662
cc_align,gov,1,bible,hi,1.299999999999987,0.00400000000000015,6.778727589240029e-15,2.9019369342661494
cc_align,gov,1,bible,si,0.5999999999998039,0.004000000000002306,1.0091289109164331e-13,1.3408474637464611
cc_align,gov,1,bible,ta,0.7333333333331481,0.002666666666668845,9.531508757161355e-14,1.6207930757002562
cc_align,gov,1,gov,ka,16.733333333333334,0.03466666666666664,0.0,28.681951316523893
cc_align,gov,1,gov,gu,24.1,0.00799999999999996,0.0,49.12802096635606
cc_align,gov,1,gov,hi,21.033333333333193,0.022666666666668337,7.250495895035609e-14,43.002254047882715
cc_align,gov,1,gov,si,25.5,0.02,0.0,51.97234841721127
cc_align,gov,1,gov,ta,21.833333333333073,0.022666666666669742,1.322163290206532e-13,45.203756845012016
cc_align,gov,10,flores,ka,12.833333333333334,0.010666666666666654,0.0,22.806849703238065
cc_align,gov,10,flores,gu,18.333333333333318,0.014666666666666831,7.53644380168212e-15,37.218398257701516
cc_align,gov,10,flores,hi,15.700000000000001,0.019999999999999997,2.5121479338940403e-15,28.116954378198074
cc_align,gov,10,flores,si,10.533333333333331,0.02266666666666669,1.2560739669470201e-15,24.365239943622385
cc_align,gov,10,flores,ta,8.533333333333333,0.022666666666666665,0.0,20.559262852984396
cc_align,gov,10,bible,ka,1.6666666666659693,0.0013333333333415398,3.5883102038566406e-13,3.70608593976355
cc_align,gov,10,bible,gu,3.6999999999999997,0.008000000000000002,0.0,7.9003846272795775
cc_align,gov,10,bible,hi,3.5000000000000004,0.003999999999999994,0.0,7.186315229278435
cc_align,gov,10,bible,si,1.366666666666667,0.013333333333333326,0.0,3.069689836695657
cc_align,gov,10,bible,ta,2.366666666657837,0.009333333333437211,4.542984051032113e-12,5.325163088878388
cc_align,gov,10,gov,ka,30.699999999999964,0.004000000000000443,1.8288713016877624e-14,62.903824069654675
cc_align,gov,10,gov,gu,34.63333333333257,0.006666666666675539,3.875227384362285e-13,73.81267968324315
cc_align,gov,10,gov,hi,32.49999999999983,0.00800000000000199,8.774555507236292e-14,66.3089194358483
