c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
0.018203247883824672,0.06373388571517415,0.002977792249211635,-3.033394774600515e-05,-1.4878908881715358,0.012408926383069634,0.008188615627299884,0.005284921408432889,0.008441522580922813,0.003907890402508822,0.0018054588948675813,0.007442430040691854,0.002870754245964322,0.0010123982859301323,0.014559539205848383,0.011848788784689313,0.009722110736756323,0.008792155068510324,0.00032188305515183066,-0.007301186810276363,0.0038653045411576937,0.0005212545009734805,-9.905215844480417e-05,6.796914944488325,6.825464495973664
