train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,4.565356057931872,1.8287120322710166,-3.7047837616562305e-09,3.874509269412241,3.252738902960329,14.810644309774668,14.884551578640412
bible,2.4384253025406557,0.9786031676187468,-1.1506658261698299e-09,2.1136058640039743,1.821261604304994,12.36853727023894,12.322049111074573
