c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2",rmse,kfold rmse
3.6836584372592465,0.24808851258849976,0.0008427790413474878,-4.1545360188000724e-09,0.0010452784451618514,1.2033792054216008,8.486229156445314e-06,3.072121141030463,2.521737715223719,0.0006812560984374943,0.00011188895781950895,14.03517293888898,13.926968116694505
