train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,rmse,loo rmse
cc_align,25,gov,1,flores,0.02531919254122477,-7.732109265164615,2.9370715348000993,1.74097016199439,1.829304101414215
cc_align,25,gov,1,bible,0.0010704997946167569,-9.637127370015868,2.3487092176608804,0.6674127114253539,0.6676179188380751
cc_align,25,gov,1,gov,24.009605418033093,0.3453681481506329,5.078978522096073,2.006753929043017,2.0208781205737685
cc_align,25,gov,10,flores,0.05906354574347639,-7.455566633583893,2.6817846088022828,2.0173347269549033,2.124722099332413
cc_align,25,gov,10,bible,0.040271138304088634,-5.650674633613415,-4.164272886059549,0.8004192852130299,0.8594435145182375
cc_align,25,gov,10,gov,55.69959471770384,0.8240283187072083,7.018497673213412,1.4362045666533083,1.5802608768665698
cc_align,25,gov,25,flores,0.08407056938450753,-7.131500925476262,2.6425460395399556,1.912747546336132,2.0281111758528545
cc_align,25,gov,25,bible,0.07459006925812184,-5.090576951525121,-0.9999171344186158,0.9652464217911692,1.0361300631268209
cc_align,25,gov,25,gov,61.904587303969414,0.8512383151527588,6.819090260583732,1.398868769101167,1.5413770836493341
cc_align,25,gov,50,flores,0.15630638600820787,-6.408910576388891,3.4678641450601186,0.15989111882823187,0.2370558866004588
cc_align,25,gov,50,bible,1.7126772468691334,2.5026462903906905,-1.4770579945820128,0.2638663871989253,0.3663384327221061
cc_align,25,gov,50,gov,74.37299305118529,1.0034057260766143,7.379574713580303,1.4454829066718988,2.4038703093017713
cc_align,25,bible,1,flores,0.00876576338989736,-7.215056208530903,2.1233712022342583,0.5988908741697114,0.6036620116250919
cc_align,25,bible,1,bible,48.06714366248104,1.4563102414688787,9.892242383113034,1.8802924104659715,2.0163842185072536
cc_align,25,bible,1,gov,6.205914436822505e-05,-13.175111429220413,-14.449429504587695,0.3499551222940464,0.35219646711091496
cc_align,25,bible,10,flores,0.023392900384835512,-6.574363970582226,2.0352770302530057,0.797407388597458,0.7997270351331119
cc_align,25,bible,10,bible,75.60366729429563,1.4849302603463264,10.349308432422431,2.069258122031141,2.358640507786701
cc_align,25,bible,10,gov,0.008746910418148051,-7.220164348273151,2.6016260213026112,0.8094345122412492,0.817691418381375
cc_align,25,bible,25,flores,0.04759589651012525,-5.707389976503234,1.466842502173218,0.9042894227859792,0.9251489726844087
cc_align,25,bible,25,bible,74.28299343178834,1.2621882407764582,10.262887790532156,2.0370611300068284,2.3421121861642944
cc_align,25,bible,25,gov,0.019987705428971138,-6.337601092905747,2.437456064759748,0.8712810048698136,0.8734294625649012
cc_align,100,gov,1,flores,0.04984562518728142,-7.027515233493019,2.9804048508177643,1.417506026275642,1.48519383887797
cc_align,100,gov,1,bible,0.0033142071793000106,-8.357716972773531,2.362950953861771,0.6311716689829258,0.6322575229587062
