,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.5],0.0005334004928779158,[-1.0],1.764554830014678,[0.0],4.074682851872929
kfold,"[0.5, 1.0]",0.0007919937132418418,[0.5],2.1374873758122703,[-1.0],6.056787023964318
