train set 1,train set 2,test set,language to,c0,c1,c2,rmse,kfold rmse
cc_align,gov,flores,ka,2.7474112773698818,0.1186654375450642,0.45677867118059196,0.9836001011669396,1.0635821658477396
cc_align,gov,flores,gu,5.135373273235869,0.061426053950590885,0.3352070109118949,1.174832151356485,1.2949725043505043
cc_align,gov,flores,hi,4.025592036643475,0.14019424727854662,0.3307102493725524,0.8906838382345951,0.8940758131773971
cc_align,gov,flores,si,2.746489987197397,0.15227490118391532,0.32669230249964637,0.8185269939675328,0.8533541507864955
cc_align,gov,flores,ta,1.662395579672465,0.23987318726248463,0.4532273943892309,0.7128674792677809,0.7216375356047625
cc_align,gov,bible,ka,0.30519063924436496,0.15965356297430813,0.515700017287931,0.14459323244282682,0.14858784128067334
cc_align,gov,bible,gu,1.0520969658675061,0.12693901282191333,0.3405263814423787,0.15009818618247625,0.1844711562027265
cc_align,gov,bible,hi,0.7757266272876655,0.14037299420578933,0.3683077626385437,0.47625877802327343,0.4770252748235479
cc_align,gov,bible,si,0.1604573298083882,0.4812552278568532,0.6538741823963055,0.3352976751858144,0.34613487235902013
cc_align,gov,bible,ta,0.43646388163381783,0.23467913404040008,0.5004741117341128,0.48592246569818165,0.4875609994436418
cc_align,gov,gov,ka,8.957137750178012,0.04887384302483177,0.3117541090434931,1.3758045708131699,1.6349614491680915
cc_align,gov,gov,gu,12.241094059442336,0.012994667759883767,0.23496751083860942,0.8319376508804852,1.004257464772153
cc_align,gov,gov,hi,11.466160389550126,0.021294998475010707,0.20896809465328087,1.511872129679696,1.6766717152222361
cc_align,gov,gov,si,14.118536873610065,0.011632293002567986,0.2479161422082132,2.0223865973626194,2.164507365240375
cc_align,gov,gov,ta,11.7223744044601,0.028436603264241567,0.23517261635157294,1.5377207477789623,1.7034291475635313
cc_align,bible,flores,ka,0.3853128874120965,0.20522112284125865,0.4655146994965146,0.2331105163827359,0.24883307735308216
cc_align,bible,flores,gu,0.9920628337716217,0.1785449577914632,0.39254900629375356,0.28932543634704744,0.2903762255680865
cc_align,bible,flores,hi,0.8826798319028238,0.15390399096249602,0.27613400212645206,0.1649599054031541,0.1673679937368777
cc_align,bible,flores,si,0.3883191350360119,0.23731511776086003,0.40177327941661733,0.19480935231315874,0.19573307063853337
cc_align,bible,flores,ta,0.3836849909199529,0.2979512108991886,0.5102479587492856,0.20170162664554517,0.2017285401290629
cc_align,bible,bible,ka,7.070627399781058,0.04516163272467198,0.33531169575079384,0.5821348306289562,0.6698456522709737
cc_align,bible,bible,gu,8.369344004171074,0.015092868155997455,0.27073328484514847,0.3718381249376394,0.4277705004172714
cc_align,bible,bible,hi,9.34755522960112,0.027133595032278697,0.26989683410066906,0.3746074868495032,0.3976088534469574
cc_align,bible,bible,si,11.225791873449811,0.027890113145885107,0.26766083896111614,0.8986517912082765,1.0528502719547976
cc_align,bible,bible,ta,8.901154856553397,0.018613772992322124,0.28933502139460754,0.6179677891365839,0.7236178071582425
