language to,c0,c1,c2,rmse,kfold rmse
ka,6.46427078869618,0.047621984553440334,0.6145844502130503,10.779550824029364,10.78610896408044
gu,10.181764366686586,-0.026305608701416933,0.6857912474662987,10.359360006180404,10.372974792396915
hi,9.270546237012683,-0.016421188080137046,0.6544278477775988,11.147984749111963,11.155007420819752
si,9.833169938912226,-0.0185557476287274,0.6922160894828813,15.366352175935525,15.37221426427219
ta,7.853928094683511,-0.0059049084529686395,0.6519056991520538,12.261497181155534,12.265885350503012
