train set,train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2",rmse,kfold rmse
gov,1,flores,23.53211079379455,6.871740057689619,0.4992763564581575,5.122984403759163,-0.5777254765970826,4.447988806068335,0.046803997278633075,-2.2322176964488465,-13.701650020979276,1.1375259506613038,-19.01764209029595,-6.600108226092124,-7.443954041492048,2.3829523912842517e-05,0.7872094543986079
gov,1,bible,7.223823422442011,1.4801077331936172,-0.5390230632486465,0.10531758755130524,-1.6233432089367257,1.364860781959195,-0.03512283380340849,0.12165786820648408,-3.684018479183479,1.6372945970649002,-3.3905796095070775,-8.524619229938182,-6.83408461811301,3.6201741725495905e-05,0.47164114792444706
gov,1,gov,19.74469948935423,14.918176402747967,10.486541794570465,13.711238718485989,8.77873756234109,15.223973819913844,10.8245668157514,-2.668958176979587,-9.334784862389478,-8.42195760839867,-33.77187565629525,29.61378994323199,18.360258822925584,2.9699086873518404e-05,1.5881696633828988
gov,10,flores,45.03439042408914,6.668029790852914,-6.17543669908857,1.9781939144381449,-8.827489516835577,-3.1404812262933866,-11.265533176544736,3.3466542328756996,-18.902641797995862,13.235328022266469,-15.384093631356796,-44.70528303067507,-36.69774803161734,1.909044970765535e-05,2.5914381977944343
gov,10,bible,13.852092043946524,2.5401149944619648,-1.3614722204309604,1.102694570132425,-2.2245156429739557,1.2645556709273806,-1.267294241596001,-0.6751295340826063,-7.932514513665231,3.0220244176887445,-6.7250856548236335,-11.605256925102823,-9.785944760730674,4.666420506029558e-05,0.7017533684038817
gov,10,gov,12.332655555194975,11.824371170600527,9.306972584591875,9.572961536033711,6.435877101453369,-1.0219398281447425,-4.168060357985175,14.351604176161981,16.015659468392585,-2.934209807830835,-16.67438632062615,17.804294510557355,10.983113257741651,4.28424510340662e-06,1.2391923418076785
gov,25,flores,51.304265321188446,7.624806499397333,-7.004043146675654,1.8606720752246342,-10.444870939162488,-3.44614727955801,-12.755706686460222,4.526413452293524,-20.741236314622455,15.4994922199032,-16.72507930182691,-52.98223375190585,-43.24432903397725,1.9951653509198527e-05,3.04468804314728
gov,25,bible,15.136707231037338,3.0608408586452467,-1.174062982811451,1.4573070815982407,-2.1817386872617033,2.24424214881895,-0.5511439137783491,-1.1182590244796469,-9.105519097695103,3.026593984039592,-7.872382261529995,-11.738914194826068,-10.033677492618773,9.892168497825256e-05,0.7221003065279266
gov,25,gov,13.620425015167708,12.793860602490716,9.987075922983621,9.371828480967483,5.919294450978202,-3.7590122503803234,-7.29966769697845,19.146580614750448,21.738866399427263,-2.5784038883235416,-17.15732440305712,13.796808964793499,8.023255355102473,1.9901910154387578e-05,1.1497296975472862
gov,50,flores,18.49557947528948,-1.3513376464379687,-7.035151454351857,5.248033784060937,0.7483142003982187,-11.930824749352016,-14.105878888111288,-4.314274324611339,-13.832828570037709,9.629329277707402,1.6497239073609486,7.398220338440902,2.959299428899858,8.160474390383112e-07,3.2085767230999243
gov,50,bible,3.8755965884574195,-0.6155670308559072,-1.8398035447596879,1.0026026698968085,0.06303566466492742,-2.3900250605306956,-2.796361389758297,-1.6869746285916325,-3.9893674107414676,2.2340125500728685,0.7565878372912583,1.5502378379220363,0.6200953212552246,8.073458310577522e-06,0.7593223391663805
gov,50,gov,10.654309990927537,10.724387356226362,8.600507858367026,6.436445635398611,3.7295141196205206,-6.994490931310837,-10.028845280417686,22.961886564120267,27.325406977980123,0.4155500067041309,-8.799318451288116,4.261673730958228,1.7046670254416545,3.154634344445953e-06,3.9575283282097815
bible,1,flores,5.279223234143677,1.6023292700124143,0.1787948229939313,1.1220848175109752,-0.15587048158980918,1.6154531658932936,0.6097263995360442,-0.7782354210210547,-3.475542204508638,0.2970075738366351,-4.186987233334981,-1.6570778803672015,-1.7934620904870109,1.7742116838137554e-05,0.19738905755397576
bible,1,bible,12.169252977799133,11.484463723690721,8.981979721414707,13.490354104152624,10.366492718038714,4.320692656646594,1.7708647128403374,0.2715934231053324,-1.1503241213363369,-9.378625849514235,-28.771690126821092,39.799633026042535,26.399484042853004,9.409196036537666e-06,2.1424108415538576
bible,1,gov,4.059556467796749,1.0484177811543944,-0.06460813703008234,0.7615960592342591,-0.2196667513723632,0.7536610481714399,0.005208184255761391,-0.5068464455111495,-2.575497975406947,0.36878161507002566,-2.952915188752256,-1.5664691719567796,-1.5836763843514048,4.740518611009103e-06,0.1441718620911261
