train set 1,train set 2,test set,language to,c0,c1,c2,rmse,kfold rmse
cc_align,gov,flores,ka,5.420805538866726,0.056816479071348604,0.27111334909006474,0.7333854890621171,1.0310404328473368
cc_align,gov,flores,gu,9.869656768491579,0.03627583262174234,0.19855285412916834,0.928087780111881,1.264353940335545
cc_align,gov,flores,hi,8.055349942458632,0.06817378566457216,0.18195575601542596,0.5759576409452276,0.5940398394595817
cc_align,gov,flores,si,5.433462201904413,0.07779230141564486,0.17710943909176405,0.5911924041656117,0.6872964314733786
cc_align,gov,flores,ta,3.4129969557493727,0.11693427888766779,0.24048691429933236,0.38664876518584834,0.45629093577783747
cc_align,gov,bible,ka,0.6075647427099926,0.0757759575094803,0.3013922958116054,0.1058640919754677,0.13621413708755647
cc_align,gov,bible,gu,2.1616928503111352,0.060024824593079645,0.17769588518565138,0.11129985325131282,0.17722537494572946
cc_align,gov,bible,hi,1.333875566800485,0.09631552901096185,0.22027623967702115,0.37352068930836857,0.3961259100952079
cc_align,gov,bible,si,0.31927645548170747,0.2876972020501022,0.28994824816284087,0.16735981107871925,0.16932438580485343
cc_align,gov,bible,ta,0.6969805879527647,0.15776359217696545,0.2981001908386803,0.3249093060252652,0.40578007752554585
cc_align,gov,gov,ka,17.97758418604592,0.020271710287945274,0.1832783228640705,1.1173052066640772,1.4857911631232357
cc_align,gov,gov,gu,24.250375290279617,0.007010358736120721,0.1376618762316246,0.6162804010221392,0.8393325516534356
cc_align,gov,gov,hi,22.464044667133756,0.011755889712641417,0.12453090653479985,1.2615971313534797,1.4689123762591918
cc_align,gov,gov,si,26.927014873628924,0.011901941288995637,0.1550087770723622,1.5528616539325868,1.7623890933147435
cc_align,gov,gov,ta,22.884080793439136,0.015418867235704568,0.14159318527914325,1.197483008131326,1.417079890438354
cc_align,bible,flores,ka,0.7473843623539607,0.11468613752702797,0.2448409395800221,0.1793342582921894,0.27726419731770074
cc_align,bible,flores,gu,1.9486922773755737,0.10046832296805187,0.19884143170389343,0.17718059681956186,0.19029633405246185
cc_align,bible,flores,hi,1.7590363748316866,0.08550228311172799,0.1313988808361937,0.12472901680154982,0.14216759261760556
cc_align,bible,flores,si,0.7326879281489681,0.14842176838701404,0.1876897343489485,0.13646825536207716,0.1476595910058073
