,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[1.0],0.026874358868786318,"[-0.5, 0.0, 0.5, 1.0]",2.961008360722382,[-0.5],6.607666270307215
kfold,"[-0.5, 0.0]",0.06728053250477511,[0.0],6.282217386402116,[0.0],21.441357409898668
