model,pareto,rawlsian,gov-flores,gov-bible,gov-gov,bible-flores,bible-bible,bible-gov
linear,True,False,5.803765064903712,2.271685619876913,10.18691323735104,2.237409216035368,7.536407840314959,1.3576941236277535
poly2,True,False,5.926584384756717,2.271685619876913,10.165363335021317,2.237409216035368,8.049876143799668,1.3576941236277535
poly3,True,False,5.781547120174083,2.271685619876913,10.340125775444054,2.237409216035368,7.756707652606279,1.3576941236277535
exp,True,True,5.617464858255462,2.271685619876913,9.524136007485168,2.237409216035368,7.481736300798477,1.3576941236277535
log,True,False,5.782781325084287,2.271685619876913,10.225928814314733,2.237409216035368,7.57446692801428,1.3576941236277535
power,True,False,5.3282843508717175,2.271685619876913,11.736353158484103,2.237409216035368,8.754026425623634,1.3576941236277535
hmult,True,False,5.777961941686446,1.568615808780326,10.68640740917046,1.4116184564770562,8.664329745096955,0.7505553499465134
