model,mean,min,25%,50%,75%,max
linear,4.092308894305263,0.7434418564316503,1.0738469539891082,3.228105507017179,6.5818826395354355,9.298631375344293
poly2,4.092309053549084,0.7434422246235035,1.0738470102898137,3.2281055253976887,6.581883108306769,9.298631238011968
poly3,4.092308852851677,0.7434417319270131,1.073847013931111,3.2281055487767274,6.581882438197213,9.298631383976318
exp,4.092308714930055,0.7434411765098187,1.0738468300580177,3.2281051979095663,6.581882742317394,9.29863141935721
log,4.092308846195583,0.7434414145510182,1.0738470230852897,3.228105523192295,6.581882706415168,9.29863132569881
power,4.092308832003229,0.7434414588430933,1.073846823717085,3.22810546815911,6.581882890511094,9.298631289993232
hmult,4.189205664126915,0.7427167337252147,1.0734261668498344,3.228105550122379,6.64154495650933,9.801748353060884
