c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-12.577942824994377,14.285923812441284,-5.595344307390306,-18.348558404444912,0.0,0.0,0.0,0.0,0.0,0.0,4.92294958166515,4.956085853630644
