train set 1 size,train set 2 size,language to,c0,c1,c2,rmse,loo rmse
100,10,ta,-2.1698491097239816,-1.1547969566938556,-1.0917736766477308,2.0453055697113416,2.1221044583158886
100,25,ka,-7.677880040963461,-1.9832279945058247,-1.024917082043627,2.7897815070473104,2.8767286495416324
100,25,gu,-7.846143089040175,-2.324265656697444,-0.9620008847219921,4.823675640880532,4.8355780869389005
100,25,hi,-8.078587541045053,-2.068126793281843,-0.9311259720798016,3.331078882752866,3.3939976299415884
100,25,si,2.714741506277461,0.3897408767406401,-1.8187879180028963,3.5449482156505856,3.621115610827042
100,25,ta,-0.9073155857881257,-1.0696541772023238,-1.1231353787835026,2.4793515189887336,2.567310433478768
100,50,hi,-4.424466703559794,-2.2944402170475575,-0.8068977255261677,9.187389012045167e-15,125.20259372347216
100,50,si,-2.397845403975924,-2.394609642022624,-0.5650987388730146,7.316922857390212e-14,306.93240602082716
100,50,ta,-2.1282175175692184,-1.9506294694165018,-0.7586364696607224,2.2073809951875357e-14,18.42018548399399
1,1,ka,-0.16616108637849286,0.21104966659134025,-1.3080965756543699,1.8794016001940697,2.103789180189191
1,1,gu,5.850292156367318,0.4407241426202232,-1.3230076672005378,4.759799314591495,5.386922316650472
1,1,hi,3.1749608491770425,0.024591250099160192,-1.3478098136660306,3.8164221887516274,4.294903039153169
1,1,si,-2.350376728414905,-0.4652122393691409,-1.6578759201097608,0.9493388520130952,1.0209796315765354
1,1,ta,0.20037619415892313,-0.2911160121482539,-1.3208292931311185,3.6971001526129963,4.252050973060559
1,10,ka,2.983641914125395,0.1380993091825993,-1.4246196477384607,5.8936471080117245,6.594011093886185
1,10,gu,10.915208321843206,0.31702542325592925,-1.3298805196628447,6.981092908158242,7.594531656140817
1,10,hi,6.503015562207222,-0.025099242902506532,-1.3974939402797677,5.849800202853022,6.417316089545406
1,10,si,0.7373520740810273,-0.6223026514308937,-1.5039984187372246,2.0612559230816916,2.3575051052461293
1,10,ta,-0.3639447935735366,-0.6792984538112843,-1.3261177932393127,3.0815519526592237,3.9862865153405194
1,25,ka,4.211799527831162,0.12740754168371296,-1.4507967156486787,7.2573973993996495,8.022811504399437
1,25,gu,12.065720462282478,0.2870993715069713,-1.3606290576878968,7.828456332389338,8.485404342492133
1,25,hi,7.588075477136473,0.002105318258549137,-1.4144177267731148,6.275401370767455,6.827337009312339
1,25,si,2.3647254314009056,-0.5010294986420508,-1.5309448005469863,3.0660019633541706,4.530548851493313
1,25,ta,0.6827711027641382,-0.6524049620050917,-1.3416306462661987,3.0087210488347575,3.81710427718718
1,50,hi,10.758899504531875,0.5297801772750205,-1.8437921453236883,2.2766548672222107,52.34948730752013
1,50,si,8.617082635285604,0.3575987876659515,-1.658962011570821,4.1023203976182695e-15,29.610023698290888
1,50,ta,7.125525379526504,0.17380232204818763,-1.5296570518163102,1.0255800994045674e-15,20.50472155740971
10,1,ka,1.9329147355887775,0.3834263721049528,-1.437675585859517,3.583343167740109,3.971405439059458
10,1,gu,6.018992948387653,0.5644301214403222,-1.4060182842801097,5.001778159472851,5.511277784228177
10,1,hi,3.6474048539480557,0.34597211268754646,-1.4526085569993723,3.694552063367311,4.111012184446169
10,1,si,-1.4165097795604558,-0.10559525123734738,-1.7635909273794979,0.9942053300506775,1.6134168543268295
10,1,ta,0.8692646433539759,0.05007607438386925,-1.4081626359035353,4.0515143333096715,4.615541281989374
10,10,ka,4.655618317700917,0.26467120372833725,-1.4592703112177101,5.942670278591145,6.587384057170504
10,10,gu,11.410693862212474,0.42792451880002313,-1.363368393269739,7.133200166372792,7.754053589450539
10,10,hi,7.214283676545255,0.08447036019729429,-1.4153236392351232,5.9302416809925855,6.503567764672291
10,10,si,1.2086204677262837,-0.4525320935130035,-1.5357112046769277,2.379291053587879,2.5970502036153835
10,10,ta,0.2339037030796103,-0.5253764733880044,-1.3561849633897174,3.4503000762769545,4.406948619365163
10,25,ka,5.545372919658357,0.229104999336616,-1.471622567766471,6.985399817176802,7.688385885789511
10,25,gu,12.56968608803556,0.39206653160268934,-1.3747403386322774,7.851489797563642,8.505778659357944
10,25,hi,8.039061331196006,0.08684066220736013,-1.4365837357039626,6.386726525742579,6.910768089544679
10,25,si,3.055718888082731,-0.3770957431288335,-1.5478965774546936,3.4097994718399987,4.634741728205179
10,25,ta,1.2506030224227502,-0.5187749526031078,-1.3673443117896946,3.2035134343914096,4.0092459979626645
10,50,hi,12.138092765307514,0.5044769973734903,-1.8072951300481945,1.338206139864962,43.55004101483273
10,50,si,6.922323166036269,-0.3621684620721667,-1.507812916212356,4.1023203976182695e-15,27.38632954385225
10,50,ta,6.897649842621569,-0.11619440595531087,-1.4703280185996026,9.173067274558417e-15,25.29001747758586
50,1,hi,0.060683655525786064,-0.049428327637142125,-1.3666822413453132,1.1285721492431112e-13,0.25157705098491034
50,1,si,1.24999999008467,26.643084363324608,-9.717555521248846,0.04082483715586695,0.7440005914096366
50,1,ta,-1.6086455090832563,-0.18360434898732983,-1.329912691687077,6.1561507985910135e-15,0.6877944980512699
50,10,hi,-0.34811814313682454,-0.38917188791131585,-1.327350866974083,6.1748098825536515e-15,0.8432041031937589
50,10,si,-3.388725367286598,-0.5589149656292378,-1.5969123083553642,4.236341062022511e-15,2.3559784915634183
50,10,ta,-2.213148172894867,-0.5814169697551222,-1.3133112749596718,4.259554063523935e-15,2.7470983458209584
50,25,hi,-0.7942730090139334,-0.50144018516488,-1.3302206716208587,1.481998730415392e-14,0.36314643476045916
50,25,si,-3.373951767970141,-0.5494007474037963,-1.6397772284295977,4.297963804399167e-15,2.6846610495068344
50,25,ta,-1.8901413913608112,-0.6111490731986838,-1.3281908654836292,2.348047943519685e-13,2.9626528960057423
