train set size,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
1,4.729273104227481,1.0500331410952564e-07,7.915118447696113e-07,2.3017052715124452e-07,-2.8117790052689837e-07,-2.1928584239640325e-08,-1.3800343002117496e-06,8.496751825788206,8.452653405744003
10,10.83156942587217,0.001890750355737396,0.0003401701272805251,9.078591621119661e-05,-2.239837779201468e-09,0.00018264746025956893,-0.00016915453010874062,13.776894202283188,13.702602844612697
25,12.692675968584387,3.1234009280195474e-05,0.00022609868269538112,0.00044543813043365995,-4.54198471053925e-10,0.0005589519284640959,-0.00029958615540506947,15.382095562449901,15.335595225687673
50,17.1743962997894,-3.7483457289423586e-07,2.921687731227707e-07,8.705427457589824e-09,2.5984418277087644e-09,-9.958144905973042e-07,-7.326994808955764e-07,17.397147374074372,17.99071442786466
