,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,3.6466597070980695,4.86553553196627,0.4440808714365717,0.5157318992383899,0.3815057168767523
1,poly2,,3.069989676021247,4.288865500889448,0.5046379916724151,0.5146775301326858,0.3681519473083268
2,poly3,,0.15733506735719294,1.3762108922253935,0.7233486902929087,0.5088603303621553,0.34387821158767573
3,exp,,4.708977617728888,5.927853442597089,0.31248309826971565,0.7508600476229484,0.8744172176325806
4,log,,3.638692149010845,4.857567973879045,0.4449660295840966,0.5080798845871021,0.3423553727251972
5,power,,4.10544924838813,5.32432507325633,0.3906573582005983,0.9330416212551117,0.963410596969534
6,mult,,2.9916413386037184,4.210517163471919,0.5123396508207457,0.45214629438446724,0.13394178459977354
7,hybrid_mult,,3.59120138253952,4.810077207407721,0.4502128702250575,0.4891910198847252,0.31072771346642986
8,am,,5.301046796608848,6.519922621477048,0.22605543517667104,0.6661632086720175,0.8337063774988238
9,gm,,5.210870778420052,6.429746603288253,0.2398885663835959,0.6720686877771102,0.8378478857700713
10,hm,,5.100826373350604,6.319702198218804,0.25643501615424935,0.6839678834158419,0.8443143779638573
