c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3",rmse,kfold rmse
12.424949681344433,2.8411997535459603,5.056242820140746e-07,-4.162789864920198e-06,-1.3002780546405215e-06,-1.012110074025715e-05,8.247394857655201e-06,1.0754451182637613e-05,6.293827259645696e-07,-3.872511926598454e-06,4.237629434051218,0.00034196570865419897,9.498121021854923e-06,3.808397341012498e-07,-2.686045165031231e-06,-5.208719660987728,6.081165187484997e-07,2.094019864062685e-06,-2.2172789567756923e-06,13.645953418682844,13.656620918481526
