train set size,c0,c1,rmse,kfold rmse
1,-6.239858869576342,-12.389247961930534,3.448015778442763,3.4669639293488514
10,-8.807383128502885,-18.25275411522955,4.658295877441955,4.68639218199683
25,-9.330929672713037,-19.942208018583557,5.077815360349734,5.108177437450272
50,-10.388489950172172,-23.836079948708182,2.4845574295755757,2.5785580254155898
