c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
4.696351142270181,0.01159546840890942,0.00013541848306519103,-3.681098860543319e-10,0.0002811024963514056,0.0013494064524035615,0.0014033303184065639,3.4080388459366153,2.2827090816143145,14.00516413085597,14.005758711840636
