train set,train set size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,flores,27.15767425291121,-106.91928885285635,120.15435944070997,2.128951759294369,2.1990598302996416
gov,1,bible,13.111005039208386,-59.51523209943511,68.1380906542918,0.662566824496423,0.695417075272536
gov,1,gov,-58.98747039742412,334.9390583055053,-341.095237472782,2.809777669540097,2.826941622582957
gov,10,flores,87.58971672299444,-341.672234842383,366.6313169593845,3.079841938310643,3.2389644158950013
gov,10,bible,31.182910954529273,-134.49191586762518,147.50672691983644,1.092169512200469,1.1433135294144297
gov,10,gov,-145.34014503518324,814.1478141263294,-875.5076568941386,0.988867321990151,0.9907644259680439
gov,25,flores,97.45935588777132,-376.532356948765,405.4522673610406,3.516040009422597,3.69943124637348
gov,25,bible,34.257484653343866,-147.90373809538247,163.59603928233463,1.2152162219425153,1.2702764644336504
gov,25,gov,-166.5247055605045,928.5669525561942,-999.9999999999989,0.9379275525083404,0.93803215956098
gov,50,flores,109.54739574023124,-402.3522568726774,403.7179453831661,1.0218813412547274e-13,2.1786758954561925e-13
gov,50,bible,30.615027448686035,-122.30888194567495,125.35425321142108,3.571169458464975e-15,2.3217556975294037e-15
gov,50,gov,-164.14629030480393,929.3405791967463,-999.9999999999999,0.35618559034428987,0.3649102911195601
bible,1,flores,9.077640558606882,-38.941679431431886,45.36034299514882,0.4862723694127078,0.5628893785820909
bible,1,bible,-85.82986103185299,469.6827233069993,-510.062786869702,2.0508351812567645,2.0508414611996146
bible,1,gov,7.6926887132254915,-33.243782343712596,37.457145306162914,0.35495810427417734,0.4137541114380544
bible,10,flores,15.69582860382613,-65.28422321055503,75.75058612706368,0.7549425319141142,0.9161192011498199
bible,10,bible,-122.30345570512173,691.3512128069376,-758.222574413396,1.6329813965487936,1.6922918537915508
bible,10,gov,14.78276637480982,-63.87165565326188,72.27831460919685,0.6254257182129018,0.7431220084170548
bible,25,flores,17.410477193664068,-70.7814885488636,80.2192514698927,0.7137820204410888,0.7506057290976756
bible,25,bible,-120.10570461594979,699.9732918190454,-766.8146138134135,1.9194436792121696,1.943098396993889
bible,25,gov,14.17664695173653,-60.410940963727114,68.11964688557562,0.7019447302159566,0.7361569523847297
