,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,-200.3444459133281,-199.12557008845988,1.0,0.280458854982098,0.11354998930775913
1,poly2,,-187.0169598495263,-185.7980840246581,1.0,0.288728084032296,0.17657930331478722
2,poly3,,-238.6791891559905,-237.4603133311223,1.0,0.8049821446465928,0.7578288275488829
3,exp,,-182.2543684277139,-181.0354926028457,1.0,0.8625059722610808,0.9562090478704249
4,log,,-181.17720947448848,-179.95833364962027,1.0,0.526464640827476,0.5090389109276965
5,power,,-197.94392770343433,-196.72505187856612,1.0,0.9444806372653102,0.9527099329898493
6,mult,,-197.6166121862952,-196.397736361427,1.0,0.024353460237077098,0.210401089206903
7,hybrid_mult,,-200.46284951813686,-199.24397369326866,1.0,0.0970730975932353,0.32253196747741375
8,am,,16.386260051121518,17.605135875989717,0.3410032867092815,0.09941824799133228,0.23223452841811404
9,gm,,16.427727535845193,17.646603360713392,0.335515173111294,0.13630083973573023,0.3266493023859538
10,hm,,15.957216002688122,17.176091827556323,0.39519279526570184,0.25498491071269286,0.4908156568951374
